timestamp,Volts A-N,Volts B-C,Volts C-A,Watts 3-Ph total,VARs 3-Ph total,VAs 3-Ph total,Power Factor 3-Ph total,Frequency,Neutral Current,Watts Phase A,Watts Phase B,Watts Phase C,VARs Phase A,VARs Phase B,VARs Phase C,VAs Phase A,VAs Phase B,VAs Phase C,Power Factor Phase A,Power Factor Phase B,Power Factor Phase C,Symmetrical Component Magnitude 0 Seq,Symmetrical Component Magnitude + Seq,Symmetrical Component Magnitude - Seq
1563505206.1326437,123.0,246.175,246.137,-13489.355,-6474.947,39996.5,0.327,59.996,113.99,-14322.125,9534.872,-8698.623,-5288.823,7734.5,-8946.375,15242.25,12276.146,12467.874,0.938,-0.719,0.699,71.208,0.404,141.086
1563505210.1267307,123.0,246.187,246.148,-13429.457,-6514.078,40188.0,0.309,59.971,112.997,-14300.125,9580.258,-8665.231,-5288.565,7708.75,-8937.25,15255.375,12260.862,12468.659,0.938,-0.731,0.697,71.11,0.31,141.531
1563505214.1334016,123.0,246.214,246.174,-13495.268,-6159.796,40134.0,0.336,60.159,112.001,-14280.375,9520.496,-8669.238,-5318.167,8081.688,-8939.25,15260.688,12464.15,12475.926,0.934,-0.761,0.699,71.097,0.385,141.172
1563505218.1429684,123.0,246.242,246.2,-13431.16,-6585.644,39835.0,0.332,60.123,111.504,-14302.5,9481.499,-8668.393,-5315.09,7657.875,-8937.5,15262.25,12168.802,12465.318,0.934,-0.737,0.697,71.101,0.386,141.5
1563505222.141682,123.0,246.28,246.239,-13107.805,-7006.443,39892.0,0.316,60.111,111.508,-14228.5,9849.991,-8649.868,-5350.382,7280.938,-8929.25,15258.188,12168.035,12465.917,0.934,-0.741,0.696,71.086,0.48,141.312
1563505226.1426492,123.0,246.289,246.249,-13427.555,-6519.587,40010.5,0.334,60.192,111.009,-14310.875,9476.309,-8670.237,-5348.552,7764.688,-8959.25,15252.25,12243.017,12470.13,0.934,-0.772,0.696,71.176,0.377,141.391
1563505230.1551802,123.0,246.281,246.239,-13424.95,-6670.823,39752.0,0.332,60.222,110.512,-14216.5,9523.893,-8669.793,-5411.774,7650.938,-8938.125,15259.125,12180.004,12466.588,0.934,-0.744,0.699,71.108,0.381,141.75
1563505234.1622708,123.0,246.275,246.233,-13356.449,-6646.964,39733.0,0.335,60.159,108.519,-14261.25,9487.25,-8605.32,-5438.0,7688.562,-8926.0,15181.062,12275.702,12354.576,0.937,-0.778,0.695,71.061,0.41,141.188
1563505238.1670656,123.0,246.275,246.235,-12909.82,-6902.771,39594.0,0.325,60.209,104.521,-13739.375,9534.212,-8668.382,-5701.856,7719.125,-8915.125,14871.688,12269.413,12434.559,0.922,-0.774,0.696,71.154,0.331,141.391
1563505242.1721032,123.0,246.274,246.239,-12980.554,-6682.906,39663.5,0.323,60.075,107.522,-13808.75,9424.793,-8702.863,-5489.941,7699.875,-8947.875,14788.0,12207.09,12465.819,0.927,-0.737,0.699,71.352,0.388,141.078
1563505246.1940463,123.0,246.273,246.24,-12928.575,-6673.047,39621.0,0.301,60.206,108.524,-13768.25,9492.724,-8669.972,-5429.671,7670.0,-8940.625,14808.938,12187.879,12467.424,0.932,-0.731,0.698,71.275,0.349,141.219
1563505250.1844947,123.0,246.272,246.242,-12851.543,-6687.962,39305.0,0.326,60.24,106.528,-13738.375,9525.873,-8618.4,-5434.225,7656.875,-8904.375,14732.438,12218.447,12401.855,0.933,-0.774,0.697,71.038,0.358,141.492
1563505254.1969352,123.0,246.254,246.226,-12965.766,-6531.44,39254.0,0.324,60.12,108.028,-13717.625,9456.478,-8609.376,-5403.89,7724.438,-8895.5,14782.062,12203.009,12402.801,0.932,-0.735,0.696,71.124,0.413,141.477
1563505258.2090702,123.0,246.319,246.298,-13697.872,11549.941,19095.281,0.556,60.161,15.191,-7652.938,722.944,-6765.672,5144.096,864.508,5562.125,9224.625,1129.181,8706.338,0.769,-0.37,0.774,71.073,0.357,141.25
1563505262.2060354,123.0,246.404,246.388,-13671.036,11186.549,18854.703,0.703,60.242,14.254,-7633.75,722.845,-6765.81,5293.517,337.191,5518.625,9310.75,797.051,8711.846,0.822,-0.544,0.774,71.277,0.236,141.828
1563505266.204821,123.0,246.455,246.443,-13673.025,11216.312,18857.836,0.67,60.078,0.914,-7629.371,748.786,-6782.679,5305.859,422.371,5526.688,9231.125,863.736,8749.93,0.822,-0.298,0.776,71.718,0.451,142.508
1563505270.2119715,123.0,246.487,246.479,-13618.854,11072.716,18889.988,0.635,60.013,14.942,-7592.562,822.712,-6799.809,5280.993,263.367,5542.906,9233.375,863.455,8749.646,0.82,-0.303,0.776,71.172,0.271,142.688
1563505274.2140894,123.0,246.494,246.489,-13630.382,11315.658,19059.75,0.712,60.097,11.317,-7589.812,794.984,-6809.603,5302.987,481.27,5546.0,9225.875,931.508,8786.678,0.821,-0.75,0.774,71.25,0.273,142.422
1563505278.2208467,123.0,246.499,246.498,-13647.798,11313.805,19017.836,0.676,60.02,14.63,-7644.25,748.813,-6814.319,5339.088,422.383,5558.688,9326.75,860.898,8813.23,0.818,-0.33,0.776,71.129,0.332,142.805
1563505282.2307973,123.0,246.512,246.511,-13640.308,11017.398,18762.332,0.726,60.232,7.721,-7598.125,746.014,-6786.399,5281.585,224.068,5563.312,9220.25,778.47,8728.383,0.824,-0.954,0.775,71.149,0.288,142.039
1563505286.2288725,123.0,246.525,246.524,-13568.098,11471.335,18994.109,0.704,60.142,12.193,-7580.75,748.675,-6782.919,5273.797,701.188,5522.438,9186.5,1030.785,8742.768,0.823,-0.618,0.776,71.14,0.338,142.672
1563505290.2342596,123.0,246.537,246.536,-13572.533,11212.617,18700.617,0.672,60.008,15.317,-7534.062,751.064,-6815.34,5220.025,423.598,5559.938,9162.5,862.165,8751.631,0.824,-0.297,0.776,71.639,0.365,142.398
1563505294.2401235,123.0,246.554,246.554,-13581.502,11202.402,18719.992,0.59,60.023,12.692,-7500.438,751.772,-6815.088,5108.114,547.551,5553.219,9122.875,928.374,8789.002,0.774,-0.371,0.777,71.1,0.31,142.156
1563505298.2465034,123.0,246.582,246.582,-13588.594,11019.491,18805.34,0.697,60.215,14.566,-7532.75,749.153,-6814.88,5234.125,263.129,5582.719,9155.375,797.113,8776.077,0.822,-0.473,0.774,71.098,0.4,142.453
1563505302.253862,123.0,246.625,246.626,-13522.448,11650.486,19004.914,0.639,60.138,14.504,-7469.188,748.413,-6815.57,5679.131,423.703,5559.312,9399.5,862.402,8815.778,0.782,-0.28,0.776,71.625,0.33,142.391
1563505306.3215723,123.0,246.651,246.653,-13532.917,11320.828,18916.867,0.614,60.206,13.317,-7512.312,748.866,-6847.207,5249.802,487.082,5560.938,9203.125,896.477,8770.25,0.818,-0.38,0.774,71.626,0.33,142.062
1563505310.2639997,123.0,246.661,246.663,-13529.072,11421.756,18860.672,0.709,60.012,11.067,-7472.312,751.533,-6815.19,5201.387,654.273,5542.188,9134.75,993.663,8827.371,0.821,-0.653,0.776,71.176,0.283,142.109
1563505314.2701216,123.0,246.654,246.656,-13466.699,11067.189,18714.676,0.689,60.155,11.317,-7509.75,805.469,-6788.73,5172.028,310.461,5567.406,9116.0,860.944,8815.236,0.821,-0.492,0.777,71.175,0.306,142.641
1563505318.2741275,123.0,246.655,246.659,-13457.157,10702.458,18609.625,0.667,60.042,11.817,-7477.375,801.07,-6800.1,5159.909,0.0,5536.0,9047.625,803.33,8800.199,0.82,-0.341,0.777,71.183,0.314,142.156
1563505322.2811272,123.0,246.665,246.67,-13452.558,11455.032,18843.562,0.709,60.085,0.914,-7485.933,748.731,-6815.432,5161.113,701.742,5554.75,9027.0,1030.44,8743.492,0.824,-0.572,0.775,71.703,0.303,142.438
1563505326.2859752,123.0,246.682,246.686,-13445.378,10947.051,18658.094,0.69,60.166,11.692,-7435.0,786.138,-6811.947,5125.442,352.176,5525.75,9049.75,860.626,8754.25,0.823,-0.471,0.776,71.86,0.321,142.32
1563505330.2913113,123.0,246.708,246.711,-13694.339,10939.842,18825.785,0.665,60.188,14.879,-7698.375,802.76,-6800.917,5127.873,212.781,5526.562,9262.375,830.908,8733.422,0.831,-0.333,0.774,71.746,0.305,142.016
1563505334.29301,123.0,246.744,246.747,-13891.778,10689.113,18911.875,0.718,60.047,3.892,-7833.125,751.827,-6815.712,5202.462,0.0,5536.0,9346.375,751.873,8831.424,0.832,-0.571,0.775,71.657,0.513,142.094
1563505338.3080149,123.0,246.779,246.78,-13899.611,11188.16,19161.484,0.692,60.116,2.47,-7902.25,749.913,-6815.678,5204.817,422.961,5560.875,9451.625,862.425,8816.642,0.833,-0.374,0.777,71.71,0.332,142.344
1563505342.3141913,123.0,246.799,246.8,-13902.57,11013.608,19155.199,0.672,60.069,15.128,-7884.562,801.415,-6800.014,5180.291,319.457,5541.594,9447.875,861.392,8813.986,0.833,-0.341,0.777,71.649,0.289,142.664
1563505346.3441365,123.0,246.805,246.804,-13966.954,11125.678,18984.375,0.714,60.086,16.757,-7935.062,722.78,-6798.089,5201.199,337.625,5550.0,9490.625,796.83,8776.1,0.832,-0.518,0.776,71.193,0.32,142.898
1563505350.33682,123.0,246.799,246.797,-13963.324,11057.679,18968.059,0.691,60.202,3.579,-7961.438,742.525,-6797.98,5155.226,291.457,5536.469,9509.375,797.207,8774.935,0.836,-0.399,0.775,71.617,0.361,142.148
1563505354.339206,123.0,246.791,246.789,-13968.728,11092.35,19105.812,0.675,60.169,16.132,-7972.031,800.124,-6799.581,5205.307,318.844,5577.5,9481.625,862.638,8814.646,0.838,-0.341,0.777,71.551,0.483,142.492
1563505358.3437438,123.0,246.799,246.795,-14116.566,11076.479,19094.23,0.714,60.009,17.881,-8021.5,750.136,-6846.613,5219.218,262.836,5585.844,9581.25,798.24,8776.614,0.839,-0.495,0.77,71.447,0.31,142.266
1563505362.3508084,123.0,246.819,246.813,-14113.43,11158.648,19226.789,0.695,60.011,4.22,-8044.031,740.664,-6798.105,5207.099,370.941,5593.312,9557.5,830.273,8794.051,0.838,-0.375,0.773,71.907,0.338,142.297
1563505366.3507507,123.0,246.833,246.826,-14103.131,11361.771,19292.047,0.62,60.201,18.13,-8052.938,721.217,-6797.908,5225.778,586.336,5546.188,9572.125,931.717,8787.518,0.836,-0.417,0.775,71.047,0.285,142.781
1563505370.3597653,123.0,246.839,246.83,-14100.692,11022.702,19185.648,0.71,60.122,17.879,-8042.25,750.47,-6813.951,5226.687,263.266,5551.188,9659.25,796.293,8774.461,0.837,-0.538,0.774,71.582,0.438,142.695
1563505374.365845,123.0,246.838,246.829,-14036.93,11283.552,19237.586,0.645,60.207,2.204,-7980.062,741.279,-6797.562,5359.014,370.59,5560.688,9643.625,828.498,8792.844,0.821,-0.252,0.775,71.052,0.261,142.805
1563505378.365693,123.0,246.82,246.809,-13967.023,11003.678,19151.266,0.675,60.173,15.813,-8012.438,802.778,-6797.853,5223.186,212.281,5558.25,9555.875,830.357,8791.45,0.836,-0.34,0.777,71.101,0.296,142.883
1563505382.3743148,123.0,246.812,246.8,-14034.234,11447.152,19416.188,0.72,59.786,15.937,-8022.0,750.933,-6812.507,5167.252,703.227,5552.25,9576.5,1025.638,8803.576,0.837,-0.574,0.775,71.093,0.122,142.828
1563505386.3792975,123.0,246.822,246.811,-14028.087,10995.726,19103.59,0.693,59.798,3.937,-8035.625,760.15,-6797.037,5196.159,232.1,5545.438,9544.625,797.649,8772.283,0.836,-0.4,0.775,71.19,0.246,142.406
1563505390.3892071,123.0,246.837,246.825,-14082.27,11210.666,19237.93,0.622,59.819,18.622,-8055.531,751.624,-6781.175,5213.32,486.766,5526.438,9598.625,895.42,8765.404,0.839,-0.392,0.774,71.737,0.342,142.75
1563505394.4086142,123.5,246.854,246.841,-14070.987,11186.87,19145.43,0.726,59.918,15.373,-8035.125,740.626,-6763.665,5171.318,483.223,5510.438,9565.5,885.319,8713.203,0.842,-0.638,0.776,71.123,0.314,142.602
1563505398.4086423,123.0,246.858,246.845,-13999.492,10860.961,19029.754,0.703,59.892,15.811,-8018.188,780.432,-6755.923,5173.992,157.611,5504.062,9524.625,799.559,8706.006,0.842,-0.479,0.776,71.116,0.245,142.383
1563505402.4109573,123.0,246.844,246.831,-13936.459,10928.584,19187.469,0.658,59.93,17.122,-7977.719,831.428,-6754.658,5169.49,240.211,5553.5,9476.875,862.705,8744.84,0.839,-0.299,0.776,71.131,0.243,142.875
1563505406.4151523,123.0,246.823,246.81,-13993.12,10982.083,18998.812,0.713,59.96,17.371,-7947.344,743.41,-6763.607,5168.258,288.07,5533.5,9520.875,796.822,8705.443,0.838,-0.519,0.776,71.089,0.245,142.055
1563505410.4215314,123.0,246.808,246.795,-13546.912,11145.635,18722.172,0.669,59.963,13.56,-7467.438,742.81,-6763.592,5336.607,289.242,5535.375,9206.5,798.036,8706.064,0.815,-0.325,0.774,71.126,0.3,142.094
1563505414.4274724,123.0,246.795,246.787,-13488.663,10880.326,18662.285,0.667,59.864,11.497,-7430.812,795.944,-6775.312,5179.688,236.006,5540.562,9037.625,830.412,8723.969,0.824,-0.348,0.773,71.044,0.314,142.859
1563505418.4309275,123.0,246.787,246.784,-13495.846,10926.014,18658.867,0.701,59.802,12.997,-7424.688,763.984,-6795.485,5127.58,232.762,5543.875,9057.625,798.148,8769.071,0.821,-0.561,0.776,71.038,0.3,142.016
1563505422.4351592,123.0,246.775,246.774,-13497.691,10916.082,18434.363,0.726,59.987,7.154,-7445.5,750.541,-6752.835,5051.856,293.312,5552.906,8974.25,802.051,8759.316,0.831,-0.914,0.776,71.152,0.184,142.125
1563505426.4548478,123.0,246.76,246.76,-13494.293,11182.74,18714.828,0.567,59.961,12.871,-7463.188,748.803,-6779.215,5015.718,602.348,5540.062,8964.25,961.789,8734.122,0.772,-0.37,0.775,71.057,0.305,142.781
1563505430.4471362,123.0,246.743,246.744,-13422.848,11063.488,18573.648,0.71,59.885,10.121,-7458.375,796.478,-6777.867,5106.899,379.639,5515.688,9059.75,885.283,8710.868,0.826,-0.719,0.774,71.074,0.318,142.93
1563505434.454446,123.0,246.731,246.733,-13477.395,10911.743,18672.91,0.672,59.924,14.058,-7459.25,741.013,-6731.011,5149.013,288.84,5534.281,9042.25,798.188,8704.615,0.821,-0.326,0.774,71.121,0.302,142.453
1563505438.4614625,123.0,246.716,246.719,-13398.307,10839.195,18630.695,0.665,59.769,11.996,-7464.938,801.157,-6732.732,5135.535,212.391,5513.125,9029.125,830.216,8659.617,0.824,-0.342,0.777,71.58,0.314,142.961
1563505442.4702766,123.0,246.707,246.719,-13747.285,11234.015,18827.641,0.722,59.765,9.12,-7479.594,741.936,-6986.923,5143.892,440.742,5640.125,9026.875,862.511,8997.842,0.822,-0.679,0.781,71.112,0.269,142.406
1563505446.46941,123.0,246.721,246.733,-13749.2,10833.716,18790.688,0.678,59.855,11.933,-7458.812,760.331,-7018.635,5064.394,232.96,5542.0,9048.875,792.257,8959.16,0.827,-0.352,0.781,71.278,0.324,142.344
1563505450.4769173,123.0,246.736,246.747,-13811.098,11139.943,18904.0,0.592,59.957,10.496,-7457.625,721.761,-7019.223,5063.256,584.5,5512.0,9022.0,931.907,8908.604,0.776,-0.379,0.782,71.373,0.23,142.195
1563505454.4847856,123.0,246.751,246.762,-13750.924,11016.423,18839.727,0.717,59.937,8.246,-7466.188,792.235,-7013.087,5151.175,338.098,5565.812,9068.875,861.449,8998.832,0.825,-0.762,0.788,71.517,0.393,142.328
1563505458.49156,123.0,246.756,246.766,-13646.111,10863.422,18889.355,0.723,59.956,3.202,-7438.812,809.722,-7070.047,5101.401,180.175,5578.717,8981.5,811.418,9020.094,0.826,-1.001,0.785,71.056,0.235,142.844
1563505462.4952455,123.0,246.757,246.767,-13653.734,11045.471,18840.0,0.629,59.808,12.245,-7479.125,840.625,-7053.609,5130.173,307.777,5540.0,9082.625,894.554,9018.942,0.822,-0.29,0.788,71.047,0.306,142.867
1563505466.5047975,123.0,246.762,246.771,-13718.41,11317.385,18958.188,0.711,59.781,10.308,-7432.875,743.5,-7020.401,5150.938,592.312,5563.75,9058.25,949.18,9008.665,0.821,-0.621,0.784,71.986,0.426,142.32
1563505470.51099,123.0,246.774,246.783,-13710.198,10974.75,18697.402,0.69,59.869,10.121,-7452.312,741.581,-7020.238,5111.632,289.531,5567.219,9044.5,796.03,8899.236,0.824,-0.368,0.788,71.6,0.301,142.766
1563505474.5135758,123.0,246.771,246.779,-13650.919,10941.176,18895.844,0.677,59.79,9.435,-7435.094,794.653,-7063.528,5090.897,236.658,5583.5,9036.75,828.351,8981.933,0.822,-0.373,0.784,71.914,0.407,142.961
1563505478.523144,123.0,246.77,246.778,-13790.564,11269.958,18953.734,0.712,59.919,8.873,-7444.5,742.889,-7052.693,5140.432,557.797,5595.938,9038.0,929.349,8975.512,0.823,-0.656,0.783,71.913,0.37,142.617
1563505482.6059523,123.0,246.779,246.788,-13729.04,10996.604,18904.035,0.688,59.849,10.123,-7425.125,742.271,-7053.044,5128.062,288.781,5566.281,9083.25,797.028,8964.396,0.822,-0.368,0.784,71.926,0.506,142.141
1563505486.5634153,123.0,246.803,246.812,-13607.513,10685.043,18736.465,0.597,59.791,9.999,-7446.781,856.296,-7045.857,4979.41,99.62,5576.875,8921.875,862.418,9000.104,0.78,-0.292,0.783,71.36,0.25,142.297
1563505490.536028,123.0,246.813,246.823,-13732.733,10825.264,18714.691,0.731,59.881,3.969,-7422.25,744.603,-7049.953,5037.682,235.476,5540.062,8934.0,783.391,8983.314,0.825,-0.959,0.785,71.568,0.305,142.031
1563505494.5436196,123.0,246.824,246.834,-13730.83,10962.768,18813.516,0.687,60.054,4.0,-7395.531,742.749,-7052.073,5058.286,370.602,5591.125,8963.375,829.204,8981.419,0.825,-0.339,0.785,71.483,0.271,142.273
1563505498.5469496,123.5,246.858,246.867,-13635.84,10888.926,18710.09,0.665,60.078,9.501,-7392.688,765.057,-6996.292,5087.004,287.617,5509.719,8997.625,817.081,8932.475,0.822,-0.303,0.788,71.077,0.132,142.336
1563505502.5532577,123.0,246.877,246.885,-13821.712,10990.678,18876.086,0.722,60.113,8.814,-7557.188,793.748,-7014.255,5081.476,393.305,5516.688,9088.75,885.469,8908.07,0.83,-0.754,0.789,71.257,0.26,142.594
1563505506.5632296,123.0,246.893,246.901,-14197.882,11046.762,19122.797,0.683,60.118,17.502,-7926.812,740.498,-7021.454,5128.458,371.641,5528.375,9431.25,829.688,8920.531,0.849,-0.274,0.789,71.569,0.334,142.828
1563505510.5751774,123.0,246.886,246.895,-14127.111,10889.403,19099.305,0.63,60.072,13.126,-7871.875,781.658,-7022.268,5033.923,309.449,5551.438,9283.0,843.457,8905.928,0.796,-0.267,0.787,71.562,0.32,142.836
1563505514.5826108,123.0,246.834,246.842,-14205.117,11141.483,19257.492,0.731,60.096,11.063,-7869.125,741.825,-7021.484,5180.569,440.598,5546.938,9397.0,863.42,9003.697,0.833,-0.726,0.784,71.463,0.34,142.875
1563505518.5933022,123.0,246.802,246.807,-14145.278,11019.965,19304.762,0.693,60.149,14.375,-7902.938,763.311,-7021.477,5259.16,232.697,5544.188,9515.625,797.461,8900.93,0.832,-0.406,0.785,71.913,0.397,142.602
1563505522.609922,123.5,246.842,246.848,-14090.502,10930.842,19292.744,0.685,60.175,12.813,-7925.875,801.139,-7036.028,5197.232,155.305,5591.906,9425.75,819.587,8999.336,0.832,-0.392,0.781,71.836,0.33,142.219
1563505526.6133413,123.5,246.884,246.886,-14144.399,11261.947,19251.953,0.73,59.787,2.484,-7931.438,742.738,-7021.303,5197.702,482.336,5544.625,9508.125,884.101,8909.217,0.839,-0.637,0.784,71.857,0.305,142.594
1563505530.6186144,123.5,246.925,247.926,-14201.887,11455.178,19337.594,0.655,59.963,4.375,-7959.25,740.14,-7020.8,5475.659,371.574,5527.75,9648.25,831.428,8919.109,0.807,-0.276,0.785,71.941,0.325,142.672
1563505534.6255274,123.5,246.97,247.971,-14249.695,10887.361,19111.727,0.741,59.903,8.937,-7939.188,747.996,-6986.797,5136.745,235.674,5509.625,9510.25,780.678,8921.156,0.837,-0.952,0.784,71.963,0.293,142.523
1563505538.625824,123.5,247.007,247.005,-14229.817,11323.169,19380.508,0.722,59.887,15.312,-8059.938,761.518,-6989.022,5192.653,571.25,5517.031,9549.25,951.001,8945.281,0.836,-0.62,0.784,71.891,0.279,142.633
1563505542.7402484,123.5,247.023,247.022,-14233.579,10999.789,19282.059,0.697,59.899,15.311,-8021.375,750.161,-7004.751,5206.096,262.297,5517.469,9594.875,796.862,8899.66,0.837,-0.406,0.785,71.885,0.289,142.539
1563505546.666799,123.5,247.029,247.027,-14226.097,11088.624,19399.078,0.642,59.802,16.997,-8059.344,797.414,-6981.342,5249.979,330.066,5514.625,9647.625,860.288,8937.026,0.832,-0.285,0.783,71.799,0.381,142.43
1563505550.6546035,123.5,247.039,247.035,-14214.859,11323.312,19359.141,0.726,59.826,4.437,-8061.719,763.152,-6957.286,5339.757,450.305,5507.125,9617.0,887.333,8844.215,0.835,-0.692,0.787,71.513,0.352,142.984
1563505554.6599047,123.5,247.045,247.038,-14270.394,10942.215,19283.32,0.708,59.856,3.437,-8044.938,750.548,-6972.537,5145.397,263.426,5518.562,9559.875,797.157,8835.617,0.843,-0.473,0.782,71.837,0.264,142.008
1563505558.6643548,123.5,247.052,247.045,-14211.146,11006.747,19324.617,0.74,59.833,10.374,-8011.875,747.803,-6986.548,5161.644,312.715,5527.938,9586.75,808.694,8905.079,0.841,-0.903,0.785,71.813,0.309,142.914
1563505562.669985,123.5,247.045,247.039,-14293.396,10971.488,19201.355,0.741,59.959,9.937,-8056.938,745.172,-6992.508,5180.173,232.348,5561.688,9561.5,781.27,8920.659,0.842,-0.947,0.782,71.798,0.424,142.477
1563505566.6798096,123.5,247.038,247.031,-14233.167,10844.229,19302.688,0.739,59.835,9.249,-8019.594,768.55,-6996.044,5146.336,201.312,5539.0,9472.5,798.205,8901.056,0.842,-0.959,0.785,71.889,0.27,142.891
1563505570.6825101,123.5,247.059,247.054,-14160.405,10971.625,19226.258,0.642,59.929,16.874,-7971.875,797.638,-6982.643,5163.354,266.637,5532.062,9518.375,842.064,8905.814,0.837,-0.262,0.785,71.862,0.341,142.484
1563505574.6928525,123.5,247.092,247.086,-14150.489,11246.049,19271.055,0.726,60.067,14.125,-7944.312,742.174,-6989.881,5122.394,558.266,5564.719,9411.625,931.797,8914.323,0.837,-0.574,0.783,71.817,0.319,142.82
1563505578.6970203,123.5,247.125,247.118,-14087.847,10864.067,19181.25,0.712,60.045,13.688,-7879.625,751.877,-7006.361,5056.85,262.455,5551.5,9360.75,798.616,8903.38,0.841,-0.452,0.785,71.745,0.329,142.438
1563505582.70542,123.5,247.126,247.119,-13508.586,11510.159,19063.094,0.662,59.912,15.0,-7340.0,765.129,-6998.177,5643.898,345.105,5513.75,9250.5,842.756,8906.385,0.844,-0.287,0.784,71.805,0.303,142.391
1563505586.705467,123.5,247.07,247.067,-13654.49,11278.504,18912.805,0.713,59.86,9.562,-7381.0,743.242,-6989.693,5210.278,558.195,5564.719,9054.5,928.611,8914.117,0.815,-0.605,0.784,71.879,0.311,142.688
1563505590.7096133,123.0,246.968,247.969,-13656.641,10891.416,18756.613,0.7,60.091,9.375,-7409.188,748.898,-7005.524,5107.923,263.307,5550.406,8973.0,797.976,8901.443,0.822,-0.452,0.785,71.399,0.291,142.289
1563505594.7155364,123.0,246.9,247.904,-13667.061,10692.824,18813.064,0.678,60.139,9.501,-7415.969,795.714,-7015.137,5120.0,73.7,5566.062,8975.5,799.986,8901.362,0.823,-0.384,0.784,71.347,0.271,142.805
1563505598.7223303,123.0,246.861,247.867,-13669.152,11113.65,18942.781,0.715,60.057,9.752,-7417.5,750.872,-7037.638,5090.377,486.76,5558.75,8983.625,894.478,8958.51,0.823,-0.604,0.784,71.32,0.221,142.367
1563505602.7407906,123.5,246.862,247.869,-13614.169,10600.439,18803.625,0.704,60.058,7.814,-7419.5,800.219,-7026.321,5064.98,0.0,5536.0,8988.625,800.229,8932.642,0.823,-0.59,0.783,71.955,0.409,142.258
1563505606.7397563,123.5,246.893,247.901,-13683.999,10978.261,18758.633,0.655,60.128,11.191,-7418.688,765.155,-7030.916,5079.889,345.734,5546.062,8989.875,841.19,8907.91,0.824,-0.269,0.782,71.929,0.297,142.453
1563505808.9227269,123.0,246.863,246.865,-15399.236,1958.59,27884.0,0.552,60.229,111.532,-10770.0,4278.403,-8955.109,5058.734,2864.125,-5974.625,11945.625,5161.061,10705.531,0.904,-0.831,0.83,71.789,0.469,142.219
1563505809.7641284,123.0,246.863,246.865,-14951.236,3684.667,29227.75,0.554,60.229,111.532,-10770.0,4794.725,-8923.07,5061.375,4584.688,-5979.281,11965.0,6638.744,10714.618,0.905,-0.831,0.83,71.789,0.469,142.219
