timestamp,Frequency,VAs Phase C,Symmetrical Component Magnitude - Seq
1563541204.3128364,60.035,17338.34,140.336
1563541208.2874885,60.109,17376.566,140.859
1563541212.3232026,60.056,17252.252,140.555
1563541216.3048973,60.01,17232.256,140.516
1563541220.3262682,60.019,17272.875,140.477
1563541224.326462,60.019,17185.908,140.766
1563541228.3224201,60.027,17222.799,140.164
1563541232.3150468,60.014,17235.109,140.516
1563541236.3296947,60.015,17206.012,140.914
1563541240.3271036,60.012,17240.266,140.453
1563541244.3393643,60.016,17200.689,140.578
1563541248.3552716,60.011,17272.229,140.32
1563541252.338718,60.017,17191.02,140.336
1563541256.343423,60.005,17169.619,140.781
1563541260.352162,60.006,17233.861,140.812
1563541264.379174,60.248,17228.115,140.672
1563541268.350769,60.006,17207.893,140.664
1563541272.391987,59.996,17221.648,140.039
1563541276.367702,59.983,17270.391,140.031
1563541280.3834538,59.978,17258.039,140.094
1563541284.3858314,59.756,17118.848,140.242
1563541288.3881874,60.118,20392.477,140.375
1563541292.4007192,60.032,19040.584,140.383
1563541296.3996081,60.172,18963.355,140.211
1563541300.415026,60.215,18946.775,140.617
1563541304.5111809,60.245,19028.314,140.461
1563541308.4605968,60.035,18970.928,140.289
1563541312.4428442,60.082,18998.176,140.477
1563541316.4268138,60.128,19038.617,140.547
1563541320.446852,60.134,19021.191,140.594
1563541324.4703004,60.131,19035.002,140.852
1563541328.452008,60.151,18955.664,140.109
1563541332.45533,60.194,18986.461,140.508
1563541336.4628303,60.094,22641.043,140.57
1563541340.4729252,60.19,21122.961,139.25
1563541344.4740663,60.181,21441.422,140.266
1563541348.4996328,60.132,21489.133,140.398
1563541352.492233,60.194,21590.645,140.711
1563541356.524592,60.107,21735.615,139.555
1563541360.5610747,59.851,21680.715,139.945
1563541364.6732502,59.982,21876.617,139.852
1563541368.5431411,59.867,21807.051,139.586
1563541372.5210931,59.76,21845.908,139.5
1563541376.494548,59.905,22007.117,139.539
1563541380.5127125,59.926,22006.043,139.984
1563541384.5179257,59.881,21901.395,139.836
1563541388.5667777,59.836,21938.861,139.484
1563541392.5323427,59.796,22090.143,140.719
1563541396.542956,59.946,22135.293,139.469
1563541400.5710561,59.945,22030.961,139.758
1563541404.5615368,59.847,22045.836,139.0
1563541408.5510557,59.977,22053.273,139.523
1563541412.552719,59.771,22061.467,139.961
1563541416.5977824,59.752,22077.82,139.953
1563541420.564298,59.795,22084.996,139.086
1563541424.6782327,59.854,22077.797,139.008
1563541428.6353896,59.772,26977.014,139.961
1563541432.5925527,59.911,27118.383,139.891
1563541436.6149385,59.943,26988.285,139.57
1563541440.592671,59.802,26926.018,139.945
1563541444.5883787,59.953,26903.936,139.172
1563541448.6046605,59.962,27116.408,139.758
1563541452.5963418,59.986,26971.387,139.797
1563541456.6196754,59.954,26919.373,139.82
1563541460.6287038,59.869,27062.881,139.188
1563541464.623653,59.85,27086.455,139.109
1563541468.6482491,59.889,27097.01,139.156
1563541472.657668,59.985,27092.797,139.047
1563541476.6431375,59.78,34007.43,139.57
1563541480.8076434,59.785,32613.668,139.891
1563541485.0157425,59.796,32625.443,139.75
1563541488.7209241,59.889,32642.943,139.625
1563541492.6709542,59.967,32644.367,139.961
1563541496.8976343,59.784,32763.455,139.719
1563541500.668466,59.799,32663.723,139.812
1563541504.845029,59.868,32664.293,139.547
1563541508.7351065,59.834,32754.965,139.93
1563541512.9423058,59.897,32760.586,139.109
1563541516.8169951,59.859,32651.783,139.281
1563541520.7979848,59.759,32664.148,139.547
1563541524.7415104,59.911,32760.125,139.711
1563541529.1992705,59.87,32762.027,139.172
1563541532.871374,59.906,32751.418,139.82
1563541536.7768257,59.915,32713.832,139.07
1563541540.8606932,59.858,33163.695,139.555
1563541545.0127785,59.983,33065.273,139.453
1563541548.8455915,59.991,33275.34,139.43
1563541553.0200188,59.781,33038.117,139.938
1563541556.9059424,59.784,33271.102,139.75
1563541560.805427,59.969,33273.66,139.719
1563541565.048146,59.946,32802.402,139.258
1563541568.8450515,59.926,32781.582,139.156
1563541572.9700267,59.962,33266.297,139.531
1563541576.9464104,59.94,33254.246,139.117
1563541580.888281,59.919,33053.883,139.867
1563541584.9259858,59.775,32846.711,139.242
1563541588.9139569,59.887,32859.484,139.039
1563541592.7983503,59.784,32942.777,139.773
1563541596.8965979,59.942,33008.277,139.062
1563541600.823316,59.752,32909.742,139.844
1563541605.0160575,59.776,32888.145,139.023
1563541608.886328,59.759,32897.867,139.898
1563541612.8881347,59.75,32869.332,139.922
1563541616.9301739,59.976,34844.09,139.414
1563541621.0951977,59.782,34730.758,139.961
1563541624.9498878,59.826,34717.199,139.945
1563541629.0832033,59.989,34787.328,139.797
1563541633.1659482,59.763,34759.625,139.102
1563541637.0509114,59.977,34780.199,139.531
1563541640.9279633,59.948,34814.586,139.508
1563541645.1174388,59.957,34566.883,139.336
1563541649.0485783,59.915,34600.625,139.922
1563541653.0658214,60.148,34632.242,139.172
1563541657.0358272,60.193,34854.633,139.945
1563541660.9387004,59.988,35069.902,139.984
1563541665.5195384,59.824,34819.602,139.867
1563541668.9521594,59.985,34846.922,139.727
1563541672.9468036,59.966,34883.859,139.352
1563541676.9347677,59.981,34834.984,139.867
1563541680.9639523,59.985,34816.172,139.812
1563541684.9665093,59.757,34824.605,139.312
1563541688.9508505,59.765,34795.055,139.438
1563541692.9642465,59.97,34768.523,139.922
1563541696.9571373,59.998,34760.41,139.391
1563541700.9755619,59.974,34759.703,139.547
1563541705.0135674,59.759,34769.262,139.031
1563541709.012819,59.851,35033.703,139.094
1563541712.995302,59.797,34830.523,139.766
1563541716.9871979,59.966,34866.742,139.602
1563541721.0153954,59.947,34928.734,139.906
1563541725.1894197,59.913,34951.438,139.039
1563541728.9933767,59.896,34974.836,139.359
1563541732.9987485,59.898,34957.465,139.305
1563541737.0340104,59.835,34971.344,139.797
1563541741.0429797,59.82,34698.141,139.297
1563541745.0065043,59.975,34733.434,139.773
1563541749.0248682,59.892,34794.641,139.203
1563541753.0237403,59.813,34815.98,139.977
1563541757.0630598,59.798,34574.676,139.078
1563541761.0507965,59.802,34809.117,139.273
1563541765.0469396,59.893,34730.906,139.852
1563541769.470953,59.966,34720.801,139.758
1563541773.0974927,59.952,34708.582,139.5
1563541777.0588245,59.957,34689.062,139.656
1563541781.097546,59.987,35519.957,139.164
1563541785.1900542,59.866,35533.121,139.328
1563541789.0841134,59.907,35789.066,139.617
1563541793.09409,59.963,35764.605,139.539
1563541797.116818,59.979,35774.164,139.125
1563541801.1518848,59.773,35516.312,139.109
1563541805.1040852,59.963,35559.68,139.336
1563541809.1251552,59.966,29834.641,139.664
1563541813.1184247,59.922,29921.848,139.578
1563541817.125523,59.975,29780.736,139.016
1563541821.1417773,59.972,29778.275,139.031
