timestamp,Frequency,VAs Phase C,Symmetrical Component Magnitude - Seq
1563498005.5464826,60.239,16045.593,140.812
1563498009.423344,60.035,16043.959,140.016
1563498013.4203842,60.095,15982.5,140.938
1563498017.3587503,60.093,16062.634,140.359
1563498021.494196,59.955,16012.406,140.789
1563498025.3735387,59.992,16014.946,140.516
1563498029.5262558,59.955,15953.361,140.562
1563498033.4229662,59.905,16042.609,140.297
1563498037.5749748,59.752,16011.579,140.898
1563498041.3881562,59.752,16038.571,140.695
1563498045.753808,59.876,15938.791,140.539
1563498049.50159,60.063,10471.833,141.695
1563498053.618732,59.769,10554.116,141.977
1563498057.4931967,59.767,10554.009,141.523
1563498061.4638395,59.96,10534.476,140.578
1563498065.4639893,59.773,10498.547,141.969
1563498069.427223,59.991,10533.165,141.859
1563498073.6134615,59.817,10533.521,140.758
1563498077.5857193,59.796,10552.314,141.945
1563498081.5047386,59.931,10517.558,140.32
1563498085.6546621,59.872,10440.829,140.766
1563498089.4663122,59.936,10442.419,140.695
1563498093.4861016,59.98,10433.38,140.43
1563498097.5306458,59.892,10466.83,140.133
1563498101.7466176,59.965,10496.122,140.125
1563498105.749908,59.764,10537.886,140.5
1563498109.4847052,59.98,10465.572,140.406
1563498113.6609633,59.908,10520.753,140.023
1563498117.5687935,59.968,10465.348,140.227
1563498121.537824,59.812,10530.368,140.031
1563498125.577638,59.888,10532.656,140.195
1563498129.512003,59.788,10529.607,140.477
1563498133.5149875,59.972,10467.516,140.781
1563498137.580879,59.795,10536.586,140.836
1563498141.7367373,59.905,10529.512,141.305
1563498145.6542997,59.9,10978.312,141.336
1563498149.62039,59.947,10824.326,141.906
1563498153.739651,59.766,10887.336,141.227
1563498157.5577242,59.936,10852.257,141.445
1563498161.5543425,59.789,10753.229,141.914
1563498166.0966182,59.932,10823.254,141.07
1563498169.74207,59.961,10849.492,141.281
1563498173.6638064,59.92,10929.266,141.883
1563498177.5890815,59.766,10881.22,141.391
1563498181.5887253,59.819,10948.499,141.367
1563498185.5923436,59.991,10945.283,141.305
1563498189.732221,59.864,10983.514,141.039
1563498193.610433,59.958,10945.982,141.336
1563498197.6953137,59.979,10967.627,141.93
1563498201.6254408,59.945,10987.755,141.805
1563498205.7449183,59.813,10979.061,141.547
1563498209.6306088,59.918,10916.672,141.703
1563498213.7675173,59.827,10989.801,141.516
1563498217.6729586,59.941,10945.566,141.578
1563498221.7976708,59.786,10993.924,141.484
1563498225.7595096,59.958,11058.379,141.359
1563498229.883995,59.841,11015.267,141.859
1563498233.8730607,59.863,11129.715,141.57
1563498237.6732621,59.805,11071.163,141.219
1563498241.8300748,59.864,11025.479,141.383
1563498245.69015,59.973,11084.142,141.352
1563498249.7784865,59.931,11089.438,141.219
1563498253.8736053,59.901,11115.6,141.023
1563498257.72035,59.944,11030.139,141.969
1563498261.9070377,59.968,11102.659,141.375
1563498265.8593733,59.94,11117.346,141.438
1563498269.7180526,59.93,11106.175,141.156
1563498273.9114099,59.89,11086.136,141.047
1563498277.7156339,59.918,11027.006,141.711
1563498281.8032615,59.948,11017.597,141.891
1563498286.0960486,59.962,11085.292,141.297
1563498289.7458632,59.953,11181.781,141.875
1563498293.7872958,59.957,11181.305,141.914
1563498297.760529,59.934,11148.987,141.219
1563498301.7671878,59.962,11181.826,141.133
1563498305.853663,59.751,11172.61,141.562
1563498309.963205,59.895,11175.037,141.789
1563498313.8494906,59.99,11183.163,141.461
1563498317.786234,59.978,11236.966,141.398
1563498321.8412633,59.773,11247.052,141.656
1563498325.7919104,59.999,11247.359,141.43
1563498329.9868288,59.772,11210.201,141.609
1563498333.8022819,59.84,11221.354,141.578
1563498337.996949,59.997,11284.866,141.07
1563498341.9710362,59.757,11209.271,141.641
1563498345.9337316,59.893,11238.009,141.961
1563498349.9677799,59.845,11119.128,141.844
1563498353.8371165,59.786,10953.111,141.445
1563498358.024114,59.987,11005.01,141.797
1563498361.876274,59.831,11029.61,141.727
1563498365.946012,59.777,10945.264,141.961
1563498369.9483502,59.787,10982.795,141.5
1563498374.0753052,59.799,10994.329,141.898
1563498377.9404676,59.878,11030.996,141.109
1563498382.1719263,59.866,10972.084,141.984
1563498385.9909184,59.977,15508.071,140.164
1563498390.0335355,59.785,15472.512,140.992
1563498393.901256,59.918,15536.565,140.867
1563498397.9117317,59.868,15474.246,141.289
1563498401.914745,60.153,15464.463,140.367
1563498406.2293243,60.14,15538.936,140.688
1563498409.9428055,60.126,15438.29,141.547
1563498413.932414,60.214,15454.83,141.828
1563498417.9404128,60.142,15482.687,141.336
1563498421.9411538,60.104,15427.695,141.898
1563498425.9612267,60.24,15441.001,141.016
1563498429.9695988,60.198,15450.257,141.516
1563498433.973561,60.062,15483.119,141.617
1563498438.0045786,60.022,15432.621,141.977
1563498441.9744368,60.129,15450.35,141.516
1563498445.995159,60.198,15486.025,141.844
1563498449.9961472,60.027,15434.195,141.898
1563498454.0223186,60.143,15457.064,141.094
