timestamp,Volts A-N,Volts B-C,Volts C-A,Watts 3-Ph total,VARs 3-Ph total,VAs 3-Ph total,Power Factor 3-Ph total,Frequency,Neutral Current,Watts Phase A,Watts Phase B,Watts Phase C,VARs Phase A,VARs Phase B,VARs Phase C,VAs Phase A,VAs Phase B,VAs Phase C,Power Factor Phase A,Power Factor Phase B,Power Factor Phase C,Symmetrical Component Magnitude 0 Seq,Symmetrical Component Magnitude + Seq,Symmetrical Component Magnitude - Seq
1563523359.2724493,123.0,246.159,246.143,-13689.481,10459.702,18502.941,0.739,60.142,14.564,-7814.812,734.724,-6573.918,4867.651,264.287,5315.031,9261.375,776.25,8509.643,0.848,-0.905,0.777,71.331,0.261,141.672
1563523648.3402748,123.0,246.169,246.151,-13678.555,11538.469,19123.406,0.713,60.136,16.252,-7894.344,782.242,-6542.278,5326.32,902.641,5305.625,9530.75,1198.413,8404.483,0.831,-0.653,0.776,71.389,0.24,141.656
1563524380.9863985,123.0,246.176,246.175,-25185.6,-10971.521,28991.82,0.866,60.178,11.627,-13387.625,773.55,-12483.768,-5201.24,186.402,-5960.875,14362.625,778.322,13837.252,0.932,-1.006,0.902,71.022,0.37,141.117
1563524385.120076,123.0,246.16,246.158,-25161.232,-10917.845,28956.809,0.866,60.236,12.439,-13376.875,744.837,-12483.94,-5171.268,265.574,-5962.531,14395.75,789.215,13854.445,0.933,-0.937,0.903,71.007,0.449,141.859
1563524449.3030717,123.0,246.337,246.331,-13998.542,10332.953,18868.117,0.737,60.207,7.751,-7888.812,879.363,-6946.004,4846.302,165.504,5323.863,9225.125,879.252,8708.009,0.855,-1.003,0.793,71.195,0.148,141.938
1563525069.557319,123.0,246.536,246.526,-13896.205,10337.844,18582.234,0.747,59.898,9.434,-7859.062,742.142,-6796.326,4854.249,251.44,5222.75,9219.625,780.966,8623.003,0.848,-0.937,0.796,71.193,0.22,141.07
1563525359.4660184,123.0,246.174,246.166,-14519.825,1427.929,27353.75,0.531,60.2,118.025,-10474.25,4332.627,-8351.488,5402.962,2420.812,-6397.094,11749.125,4985.343,10517.039,0.889,-0.869,0.797,71.325,0.265,141.898
