timestamp,Frequency,VAs Phase C,Symmetrical Component Magnitude - Seq
1563486121.5218558,59.818,16758.258,141.391
1563486125.5279107,59.967,16647.924,141.812
1563486129.593569,59.807,16747.926,141.906
1563486133.5354965,59.968,16729.949,141.984
1563486137.6171174,59.93,16690.273,141.086
1563486141.5571084,59.886,19008.721,141.102
1563486145.7359056,59.928,19122.996,141.539
1563486149.5472298,59.838,16661.553,141.18
1563486153.7413237,59.898,16716.309,141.25
1563486157.6846418,59.963,16693.869,141.023
1563486161.6228042,59.867,16616.953,141.727
1563486166.5036933,59.777,16532.748,141.953
1563486169.7818289,59.978,16569.934,141.75
1563486173.6163576,59.807,16637.906,141.555
1563486177.6104271,59.958,16579.773,142.398
1563486181.7149465,59.934,16681.432,141.078
1563486185.6041443,59.827,16700.953,141.617
1563486189.8009775,59.754,16764.105,141.727
1563486193.8150756,59.981,16703.729,141.562
1563486197.7146127,59.788,16703.904,141.258
1563486201.806567,59.803,16707.629,141.594
1563486205.8080943,59.96,16659.652,141.469
1563486209.8933587,59.983,16687.004,141.297
1563486213.8269384,59.784,16715.793,141.469
1563486217.8118458,59.867,16703.797,141.047
1563486221.726565,59.861,16708.24,141.766
1563486225.7622526,59.783,16647.188,141.32
1563486230.0950727,59.771,16717.34,141.195
1563486233.7141728,59.992,16703.32,141.805
1563486237.8962703,59.902,16643.699,141.297
1563486241.7121096,59.899,16718.016,141.711
1563486245.8158891,59.943,16702.23,142.828
1563486249.7666917,59.868,16674.215,142.484
1563486253.739776,59.794,16740.463,142.43
1563486257.886349,59.997,16699.902,142.938
1563486261.8636038,59.77,16709.752,142.383
1563486265.7166488,59.774,16663.215,142.578
1563486269.8518016,59.765,16677.758,142.781
1563486273.7549222,59.956,16715.424,142.141
1563486277.7176015,59.862,16721.465,142.766
1563486281.8689983,59.97,16710.377,142.07
1563486286.0597992,59.751,16712.436,142.281
1563486289.9565623,59.837,16531.67,142.867
1563486293.8094532,60.022,16756.512,142.57
1563486297.7864978,60.191,16714.328,142.344
1563486304.2659395,60.227,16846.307,142.477
1563486305.7634819,60.209,16784.375,142.914
1563486309.7635508,60.19,16840.693,142.648
1563486314.101135,60.212,16781.797,142.352
1563486317.9453802,60.058,16706.246,142.828
1563486321.786737,60.091,17357.154,142.742
1563486325.7761123,60.248,17106.695,142.93
1563486329.7880511,60.099,17095.51,142.523
1563486333.7992282,60.026,17094.193,142.492
1563486337.8049598,60.221,17104.133,142.953
1563486341.9507613,60.003,17092.941,142.469
1563486346.0869315,59.786,17026.016,142.562
1563486350.0894256,59.857,17041.131,142.938
1563486353.8720953,59.982,17116.299,142.352
1563486358.0140188,59.759,17150.627,142.422
1563486361.988362,59.882,17035.498,142.828
1563486366.025321,59.98,17099.75,141.695
1563486369.88108,59.941,17099.594,142.203
1563486374.0203052,59.903,17097.418,141.906
1563486378.4305105,59.925,17000.766,142.961
1563486381.8843594,59.802,16962.373,141.586
1563486386.0082312,59.879,16970.637,141.18
1563486389.9103198,59.756,16956.809,141.484
1563486394.0712678,59.872,16953.287,141.383
1563486398.1893046,59.795,16905.279,142.617
1563486401.931743,59.994,16951.115,141.43
1563486406.0892801,59.757,16955.965,142.234
1563486410.0664363,59.914,17006.34,142.844
1563486414.1438434,59.827,16955.07,141.578
1563486418.078619,59.948,16960.172,141.016
1563486421.9354148,59.908,16964.143,141.469
1563486426.0672615,59.815,16952.77,142.531
1563486429.9350145,59.878,16943.916,141.078
1563486434.0470498,59.909,16973.381,141.102
1563486437.9888163,59.86,17011.115,142.938
1563486442.1212325,59.915,16954.43,141.086
1563486446.0321379,60.171,16899.008,142.391
1563486450.129957,60.14,16958.941,142.672
1563486454.0263996,60.099,16900.969,142.219
1563486458.1725438,60.098,16996.498,142.828
1563486462.018569,60.075,17020.289,142.984
1563486466.3227842,60.106,16959.836,142.867
1563486470.1487272,60.096,16968.008,142.32
1563486474.0710707,60.236,16905.609,142.93
1563486478.0054781,60.039,16904.109,142.859
1563486482.0812218,60.248,16971.477,141.594
1563486486.048125,60.002,16896.752,141.656
1563486490.1178439,60.089,16962.215,142.883
1563486494.117145,60.017,16961.98,142.047
1563486498.2250516,60.025,16959.59,142.242
1563486502.06836,60.223,16896.174,142.281
1563486506.041098,60.042,16932.799,142.852
1563486510.166707,60.053,16992.201,142.211
1563486514.0423265,59.865,16954.064,142.438
1563486518.246811,59.886,16957.533,142.258
1563486522.1436577,59.809,16955.131,142.484
1563486526.356411,59.757,21590.781,141.188
1563486530.0475442,59.954,21792.496,141.406
1563486534.053812,59.958,21850.916,141.383
1563486538.0551474,60.178,21717.029,141.555
1563486542.0805998,60.046,21659.842,141.859
1563486546.0792878,60.007,21754.1,141.367
1563486550.0949106,60.116,21755.43,141.688
1563486554.4710488,60.081,21693.451,141.922
1563486558.202177,60.212,28761.682,141.016
1563486562.5623503,60.112,27182.238,141.07
1563486566.129102,59.993,27253.971,141.109
1563486570.1255872,59.761,27268.506,141.492
1563486574.1577985,59.783,27327.521,141.344
1563486578.1420758,59.871,30179.438,141.352
1563486583.2640524,59.782,29725.424,141.234
1563486586.4204578,59.961,27776.668,141.023
1563486590.2183526,59.754,27458.832,141.188
1563486594.171703,59.938,27519.771,141.883
1563486598.1646369,59.761,27429.23,141.281
1563486602.1692958,59.836,27401.65,141.211
1563486606.2126174,59.788,27485.121,141.484
1563486610.2899961,59.817,27500.383,141.438
1563486614.1922772,59.943,27486.691,141.906
1563486618.190355,59.852,27491.172,141.531
1563486622.2716737,59.818,27399.955,141.68
1563486626.2260032,59.808,27549.211,141.93
1563486630.2498078,59.969,27500.531,141.656
1563486634.2397294,59.825,27590.082,141.227
1563486638.5893002,59.767,27606.605,141.062
1563486642.488631,59.802,27414.521,141.961
1563486646.4621391,59.969,27587.953,141.031
1563486650.2754405,59.977,27608.186,141.664
1563486654.2887018,59.834,27632.762,141.719
1563486658.3257022,59.83,27555.949,141.156
1563486662.2898893,59.974,27633.17,141.07
1563486666.2936635,60.048,27556.203,141.93
1563486670.3302865,60.137,27417.912,141.633
1563486674.3128862,60.232,27470.941,141.852
1563486678.305953,60.211,27463.191,141.43
1563486682.3609097,60.092,27464.355,141.523
1563486686.3411124,60.16,27463.859,141.539
1563486690.3486183,60.206,27628.031,141.125
1563486694.370011,60.13,27638.287,141.414
1563486698.340734,60.02,27579.176,141.82
1563486702.3558881,60.106,27618.246,141.562
1563486706.5096986,60.136,27611.752,141.211
1563486710.3545651,60.125,27599.117,141.375
1563486714.3933933,60.041,27575.754,141.195
1563486718.3761878,60.169,27573.117,141.805
1563486722.3845568,60.112,27572.883,141.914
1563486726.4310203,60.138,27619.473,141.609
1563486730.4049678,60.128,27446.031,141.555
1563486734.3887737,60.044,27512.678,141.281
1563486738.3959026,60.059,27587.367,141.312
1563486742.4084296,60.101,27548.521,141.25
1563486746.4009788,59.86,27613.648,141.445
1563486750.434647,59.773,27584.363,141.242
1563486754.418766,59.879,27444.867,141.367
1563486758.4523664,60.02,27487.002,141.922
1563486762.4801435,60.117,27443.627,141.852
1563486766.5002124,60.048,27487.119,141.227
1563486770.4418013,60.067,27485.738,141.914
1563486774.4593093,60.119,27438.5,141.883
1563486778.474735,60.045,27394.631,141.344
1563486782.4631312,60.198,27416.643,141.906
1563486786.4555414,60.225,27474.055,141.0
1563486790.512664,60.128,30448.402,141.039
1563486794.517889,60.01,30235.941,141.555
