timestamp,Volts A-N,Volts B-C,Volts C-A,Watts 3-Ph total,VARs 3-Ph total,VAs 3-Ph total,Power Factor 3-Ph total,Frequency,Neutral Current,Watts Phase A,Watts Phase B,Watts Phase C,VARs Phase A,VARs Phase B,VARs Phase C,VAs Phase A,VAs Phase B,VAs Phase C,Power Factor Phase A,Power Factor Phase B,Power Factor Phase C,Symmetrical Component Magnitude 0 Seq,Symmetrical Component Magnitude + Seq,Symmetrical Component Magnitude - Seq
1563552007.709736,120.5,241.014,241.904,-36264.273,-11294.67,71965.5,0.503,60.139,142.039,-29243.625,14180.119,-21210.832,-9167.93,9782.562,-11791.75,30713.75,17230.637,24252.768,0.955,-0.825,0.871,70.22,0.538,139.859
1563552011.7132437,120.5,241.051,241.947,-36242.633,-11338.652,71881.0,0.503,60.096,142.032,-29202.375,14161.745,-21098.848,-9278.271,9782.938,-11802.062,30712.5,17215.039,24265.191,0.954,-0.824,0.871,70.193,0.533,139.938
1563552015.715991,120.5,242.104,241.007,-36250.0,-11207.27,72182.5,0.503,60.078,143.024,-29216.25,14147.015,-21238.074,-9161.043,9760.062,-11883.875,30613.25,17160.742,24279.977,0.954,-0.821,0.875,70.151,0.495,139.289
1563552019.717584,120.5,242.139,241.043,-36245.594,-11268.414,72133.0,0.503,60.047,143.025,-29272.5,14222.701,-21147.887,-9217.099,9760.75,-11892.0,30615.75,17202.51,24300.082,0.954,-0.821,0.875,70.138,0.514,139.273
1563552023.7250173,120.5,242.191,241.096,-36254.902,-11329.764,71988.5,0.504,60.039,143.037,-29253.75,14218.609,-21182.223,-9224.475,9770.125,-11893.562,30692.0,17197.51,24315.197,0.955,-0.82,0.875,70.108,0.513,139.578
1563552027.7293549,120.5,242.228,241.136,-35992.367,-11387.038,71808.5,0.504,60.005,143.04,-29212.5,14212.86,-21211.75,-9224.153,9757.312,-11889.5,30664.5,17310.648,24197.031,0.955,-0.821,0.875,70.103,0.506,139.961
1563552031.7324286,120.5,242.267,241.176,-36301.445,-11272.494,72455.0,0.498,60.222,143.038,-29203.75,14289.097,-21137.658,-9188.307,9827.812,-11914.188,30606.5,17316.701,24233.154,0.957,-0.825,0.872,70.086,0.529,139.016
1563552035.731918,120.5,242.299,241.209,-36340.516,-11266.764,72387.5,0.498,60.227,143.038,-29208.75,14287.283,-21165.816,-9185.7,9822.812,-11916.375,30604.0,17311.746,24246.014,0.957,-0.825,0.872,70.086,0.514,139.242
1563552039.7341986,120.5,242.331,241.24,-37769.031,7495.069,73870.0,0.499,60.173,142.038,-30793.375,14309.389,-21180.959,9638.129,9796.688,-11924.812,32289.25,17281.832,24257.113,0.957,-0.825,0.871,70.062,0.514,139.148
1563552043.7934427,121.0,242.357,241.261,-36929.68,7028.412,72836.0,0.508,60.148,150.043,-30098.75,14319.906,-21214.875,9113.46,9818.062,-11932.312,31516.25,17314.139,24275.305,0.96,-0.825,0.868,70.499,0.553,139.477
1563552047.748388,120.5,242.38,241.283,-35880.625,-11161.486,71804.5,0.5,60.084,143.042,-29132.0,14288.318,-21204.453,-9047.766,9808.938,-11917.0,30359.25,17405.232,24262.387,0.956,-0.826,0.872,70.084,0.502,139.031
1563552051.7524593,120.5,242.387,241.293,-35864.375,-11208.326,72065.0,0.498,60.223,142.042,-29025.125,14391.263,-21140.918,-9118.619,9833.375,-11908.875,30359.25,17383.797,24284.309,0.957,-0.825,0.872,70.097,0.456,139.633
1563552055.7529285,120.5,242.384,241.295,-35937.129,-11286.226,72357.5,0.496,60.182,142.048,-29153.125,14338.562,-21199.525,-9149.77,9849.0,-11912.938,30537.25,17282.064,24438.865,0.955,-0.825,0.873,70.083,0.537,139.953
1563552059.7793062,120.5,242.374,241.287,-35992.262,6990.947,72421.0,0.497,60.175,142.055,-29116.875,14350.056,-21347.584,9094.63,9851.5,-11992.562,30475.5,17432.727,24327.891,0.956,-0.825,0.874,70.063,0.489,139.656
1563552063.7612145,120.5,242.365,241.28,-35899.867,-11364.21,72395.5,0.497,60.158,142.062,-29100.625,14351.803,-21368.635,-9174.775,9803.438,-11979.75,30515.5,17440.807,24329.443,0.957,-0.825,0.873,70.058,0.495,139.633
1563552067.7642457,120.5,242.35,241.267,-35936.625,7030.893,72394.0,0.497,60.197,264.127,-29174.375,14366.419,-21364.779,9178.347,9829.375,-11992.875,30499.25,17476.496,24335.238,0.957,-0.825,0.873,70.087,0.534,139.477
1563552071.7692313,120.5,242.361,241.278,-35874.781,-11370.118,72275.5,0.497,60.2,142.068,-29086.25,14361.852,-21310.541,-9162.021,9847.5,-11941.688,30577.25,17473.314,24320.029,0.956,-0.824,0.873,70.066,0.538,139.562
1563552075.7741444,120.5,242.372,241.29,-35849.309,-11361.896,72380.5,0.496,60.24,142.062,-29111.25,14340.401,-21267.736,-9156.325,9821.25,-11982.562,30481.75,17296.457,24417.346,0.956,-0.825,0.873,70.044,0.581,139.93
1563552079.7828906,121.0,242.379,241.296,-36090.254,-11359.479,72348.0,0.496,60.238,264.12,-29025.75,14396.453,-21268.951,-9159.743,9817.188,-11908.562,30589.75,17280.074,24412.209,0.956,-0.825,0.873,70.079,0.522,139.453
1563552083.786758,120.5,242.369,241.286,-36023.969,-11222.624,72142.5,0.498,60.222,142.057,-28928.875,14328.435,-21219.721,-9133.743,9846.188,-11922.0,30379.25,17389.848,24399.549,0.954,-0.825,0.872,70.076,0.582,139.477
1563552087.7932327,120.5,242.338,241.254,-35965.602,-11219.755,71900.0,0.5,60.007,142.05,-29066.875,14276.291,-21223.754,-9117.156,9756.25,-11903.25,30461.0,17404.695,24262.506,0.956,-0.825,0.873,70.054,0.565,139.094
1563552091.8000302,120.5,242.294,241.209,-35629.914,-11260.295,72047.5,0.497,60.217,143.056,-29103.25,14274.731,-21106.369,-9202.451,9733.5,-11867.938,30472.75,17286.086,24118.965,0.957,-0.825,0.873,70.083,0.588,139.273
1563552095.7989018,120.5,242.251,241.167,-35664.75,-11262.762,72122.5,0.498,60.167,264.122,-28987.625,14382.455,-21134.162,-9106.609,9786.875,-11887.312,30423.5,17372.232,24269.369,0.955,-0.825,0.873,70.108,0.549,139.094
1563552099.8061204,120.5,242.223,241.138,-35619.969,7038.079,71877.0,0.498,60.091,142.056,-28990.75,14391.598,-21197.234,9108.025,9779.375,-11888.562,30447.25,17387.484,24296.184,0.956,-0.825,0.874,70.085,0.533,139.047
1563552103.8104396,120.5,242.212,241.126,-35634.895,7037.276,72037.0,0.498,60.054,264.111,-29023.25,14456.601,-21135.301,9184.329,9741.938,-11956.0,30359.25,17525.35,24197.396,0.957,-0.825,0.874,70.104,0.491,139.938
1563552107.8158674,120.5,242.217,241.13,-35863.746,-11270.311,72275.0,0.496,60.085,266.086,-29070.125,14365.35,-21239.707,-9165.198,9816.25,-11851.75,30587.75,17470.566,24201.066,0.955,-0.825,0.873,70.086,0.506,139.562
1563552111.8124297,120.5,242.225,241.139,-36079.883,7077.562,72133.0,0.498,60.15,143.045,-29172.625,14363.664,-21163.576,9157.478,9808.75,-11855.188,30535.25,17337.045,24299.613,0.955,-0.825,0.873,70.098,0.485,139.602
1563552115.8201296,120.5,242.212,241.125,-36070.449,-11209.187,71700.0,0.498,60.194,142.052,-29183.75,14346.939,-21153.473,-9167.802,9794.688,-11848.312,30480.25,17300.918,24291.502,0.955,-0.825,0.873,70.165,0.556,139.281
1563552119.827246,120.5,242.194,241.106,-35798.609,-11252.229,71880.0,0.498,60.126,142.054,-29045.125,14383.762,-21198.008,-9100.198,9777.188,-11892.938,30393.5,17371.816,24298.924,0.955,-0.825,0.873,70.176,0.502,139.688
1563552123.8283346,120.5,242.183,241.096,-35814.23,7034.427,72127.0,0.498,60.066,142.049,-29035.125,14382.324,-21236.672,9112.551,9758.125,-11894.188,30384.75,17363.365,24315.625,0.955,-0.825,0.873,70.145,0.479,139.289
1563552127.8295567,120.5,242.186,241.099,-35782.98,7029.461,72172.0,0.498,60.005,143.065,-28992.125,14451.366,-21121.516,9090.857,9741.25,-11903.875,30364.75,17495.961,24198.391,0.954,-0.825,0.874,70.106,0.517,139.875
1563552131.833818,120.5,242.191,241.104,-35756.934,7126.449,71981.0,0.496,60.224,143.075,-28960.25,14399.404,-21118.344,9209.979,9800.0,-11852.688,30467.75,17408.535,24204.33,0.953,-0.825,0.874,70.115,0.505,139.312
1563552135.8394384,120.5,242.205,241.118,-35723.414,7095.502,71928.0,0.497,60.036,143.077,-28969.0,14393.627,-21057.523,9140.764,9828.375,-11865.5,30364.75,17386.77,24314.508,0.953,-0.825,0.873,70.15,0.647,139.328
1563552139.8427796,120.5,242.234,241.146,-35704.27,-11195.858,71694.5,0.497,60.16,143.075,-29007.125,14333.596,-21080.348,-9136.209,9803.375,-11860.812,30358.5,17386.9,24140.365,0.957,-0.825,0.872,70.102,0.533,139.305
1563552143.8465228,120.5,242.261,241.171,-35897.973,-11107.787,71906.5,0.5,60.114,145.07,-29214.625,14297.843,-21049.299,-9116.057,9792.125,-11788.062,30672.5,17303.643,24122.668,0.955,-0.822,0.875,70.104,0.56,139.977
1563552147.8566186,120.5,242.263,241.171,-35867.766,-11113.557,71916.5,0.5,60.151,144.071,-29259.5,14304.141,-21058.602,-9059.623,9851.125,-11781.812,30672.5,17314.182,24122.854,0.956,-0.826,0.871,70.133,0.604,139.25
1563552151.860976,120.5,242.28,241.184,-35845.391,-11120.839,71821.5,0.5,60.19,144.075,-29185.125,14319.795,-21044.613,-9119.036,9799.625,-11793.062,30646.25,17347.795,24123.484,0.955,-0.826,0.871,70.143,0.558,139.352
1563552155.8700223,120.5,242.296,241.198,-36050.027,-11120.515,71804.0,0.503,60.0,144.074,-29217.625,14239.678,-21069.76,-9108.792,9814.625,-11789.0,30603.75,17321.506,24078.871,0.954,-0.822,0.875,70.196,0.742,139.109
1563552159.8736594,120.5,242.298,241.198,-36026.512,-11126.815,71846.5,0.503,60.058,143.076,-29255.0,14238.089,-21020.268,-9110.609,9818.062,-11784.0,30597.5,17191.496,24183.645,0.955,-0.822,0.874,70.172,0.518,139.703
1563552163.9339182,120.5,242.289,241.19,-36007.289,-11109.368,71691.5,0.502,60.042,143.079,-29147.625,14268.507,-21003.371,-9105.071,9730.938,-11769.0,30575.0,17248.445,24168.195,0.954,-0.822,0.874,70.207,0.533,139.719
1563552167.8825867,120.5,242.259,241.161,-35992.816,-11123.177,71921.5,0.502,60.073,143.086,-29236.875,14162.594,-21104.203,-9103.812,9745.0,-11755.562,30705.5,17166.854,24149.27,0.954,-0.822,0.874,70.237,0.513,139.25
1563552171.8906913,120.5,242.227,241.128,-36250.766,-11075.523,71919.0,0.503,60.072,143.085,-29290.0,14255.766,-20997.98,-9112.776,9743.438,-11828.938,30598.75,17222.1,24163.695,0.955,-0.826,0.871,70.214,0.493,139.836
1563552175.892799,120.5,242.206,241.106,-36268.781,-11162.753,71907.0,0.504,60.106,145.078,-29325.75,14242.877,-21023.535,-9178.512,9737.25,-11826.125,30730.5,17208.854,24172.648,0.955,-0.826,0.872,70.196,0.58,139.734
1563552179.8972306,120.5,242.193,241.09,-36275.848,-11159.229,72064.5,0.504,60.102,144.072,-29420.625,14241.08,-21069.807,-9184.83,9750.375,-11817.062,30725.5,17209.314,24186.586,0.955,-0.826,0.871,70.221,0.487,139.195
1563552183.9025679,120.5,242.192,241.089,-36209.043,-11152.03,72204.0,0.5,60.029,144.066,-29351.25,14294.335,-21043.965,-9142.718,9839.625,-11782.125,30768.0,17305.303,24117.047,0.957,-0.826,0.872,70.219,0.526,139.773
1563552187.9078264,120.5,242.203,241.101,-36182.789,-11094.822,72536.0,0.501,60.006,144.061,-29374.375,14384.585,-20998.477,-9150.678,9814.0,-11786.5,30783.0,17347.844,24281.646,0.953,-0.826,0.872,70.226,0.489,139.344
1563552191.9069462,120.5,242.212,241.112,-36228.48,-11170.328,72341.5,0.499,60.21,144.059,-29532.375,14341.644,-21217.25,-9175.325,9802.188,-11805.25,30795.5,17531.574,24201.637,0.955,-0.826,0.873,70.241,0.493,139.648
1563552195.9095721,120.5,242.202,241.101,-36282.422,-11238.229,72267.0,0.499,60.165,145.057,-29487.5,14417.674,-21137.773,-9183.229,9812.5,-11857.375,30860.5,17429.605,24215.072,0.955,-0.826,0.873,70.249,0.485,139.344
1563552199.9164448,120.5,242.182,241.08,-36248.23,-11167.98,72674.0,0.499,60.206,145.066,-29499.375,14358.568,-21233.234,-9157.701,9815.0,-11777.125,30924.75,17439.703,24192.484,0.954,-0.826,0.873,70.233,0.553,139.062
1563552203.9154217,120.5,242.163,241.062,-36104.391,-11156.77,72499.0,0.502,60.005,145.07,-29555.0,14340.246,-21042.119,-9201.822,9806.25,-11787.125,30790.5,17402.072,24171.893,0.956,-0.826,0.873,70.259,0.56,139.086
1563552207.9295652,120.5,242.16,241.059,-37680.121,-10845.919,73802.5,0.499,60.162,146.076,-30982.375,14443.855,-21010.594,-8820.632,9835.25,-11786.188,32336.5,17441.229,24083.273,0.957,-0.826,0.873,70.199,0.69,139.992
1563552211.923469,120.5,242.163,241.05,-37142.129,-12103.65,73725.5,0.504,60.055,142.076,-30518.0,14360.859,-21118.562,-10134.081,9839.062,-11781.5,32172.25,17440.393,24072.355,0.939,-0.828,0.874,70.14,0.532,139.453
1563552215.9368901,120.5,242.148,241.024,-37340.176,-11343.976,73434.5,0.505,60.178,150.086,-30521.5,14349.229,-21007.473,-9366.589,9750.25,-11746.812,31951.75,17304.645,24134.938,0.954,-0.826,0.873,70.244,0.548,139.711
1563552219.9387913,120.5,241.115,241.986,-37126.516,-11218.474,73601.0,0.504,60.226,151.101,-30373.0,14316.993,-21088.322,-9264.034,9743.875,-11742.125,31868.75,17331.764,24112.85,0.96,-0.824,0.873,70.227,0.509,139.836
1563552223.9444406,120.5,241.096,241.971,-36154.305,-11038.889,72365.5,0.5,60.094,144.108,-29421.25,14221.26,-21233.035,-8972.775,9786.125,-11833.312,30633.75,17381.242,24210.213,0.954,-0.827,0.872,70.3,0.442,139.375
1563552227.9430165,120.5,241.098,241.981,-34666.117,5652.049,61747.5,0.502,60.089,143.114,-25998.125,10580.627,-19201.074,8667.84,7013.312,-10016.75,27497.125,12688.629,21654.703,0.956,-0.826,0.871,70.264,0.488,139.43
1563552231.9553955,121.0,242.213,241.106,-34565.418,6234.053,61854.5,0.563,60.054,224.119,-25876.5,10346.715,-19112.324,9063.577,7265.75,-10064.375,27439.75,12645.668,21672.697,0.942,-0.82,0.885,70.307,0.522,139.859
1563552235.9553597,120.5,242.241,241.139,-34749.543,6254.185,61680.0,0.564,60.032,224.118,-25763.5,10300.16,-19125.604,9033.979,7297.281,-10049.75,27274.875,12601.537,21607.338,0.944,-0.815,0.886,70.266,0.495,139.117
1563552239.9632745,120.5,242.231,241.134,-34705.781,6249.988,61540.0,0.563,60.08,223.122,-25851.5,10213.889,-19193.279,8960.385,7288.531,-10017.25,27370.375,12577.636,21539.279,0.943,-0.815,0.885,70.272,0.487,139.453
1563552243.9651442,120.5,242.218,241.124,-34454.535,6291.828,61343.0,0.563,60.033,222.113,-25577.25,10227.515,-19130.744,9034.483,7285.281,-9987.25,27120.625,12543.305,21598.926,0.943,-0.814,0.885,70.307,0.485,139.609
1563552247.9748304,120.5,242.206,241.118,-34461.273,6216.772,61119.0,0.562,60.232,222.108,-25404.25,10236.804,-19133.287,8981.606,7286.5,-10072.5,27010.75,12481.434,21613.502,0.944,-0.814,0.885,70.295,0.448,139.586
1563552251.9745378,120.5,242.206,241.121,-34468.379,6280.056,61193.0,0.559,60.21,223.108,-25553.0,10186.195,-19180.41,9041.132,7282.469,-10053.75,27021.375,12567.382,21513.111,0.944,-0.814,0.886,70.279,0.45,139.711
1563552255.9750607,120.5,242.198,241.116,-34468.242,6277.544,61418.0,0.559,60.167,223.111,-25480.5,10258.814,-19117.395,9038.709,7294.344,-10053.75,27012.625,12579.507,21565.943,0.944,-0.814,0.886,70.28,0.477,139.07
1563552259.9811664,120.5,242.216,241.134,-34482.82,6243.96,61336.5,0.56,60.122,223.108,-25476.75,10249.396,-19148.512,9049.571,7274.812,-10065.0,27030.125,12564.083,21597.734,0.945,-0.817,0.883,70.227,0.474,139.984
1563552263.983145,120.5,242.239,241.159,-34498.656,6281.027,61185.5,0.561,60.106,223.104,-25533.0,10277.221,-19193.168,9053.182,7284.5,-10097.5,27075.125,12657.529,21524.934,0.945,-0.817,0.883,70.228,0.456,139.07
1563552267.992054,121.0,242.296,241.214,-34530.668,6249.265,61356.5,0.562,60.097,223.103,-25551.75,10338.138,-19085.271,9062.24,7290.281,-10086.875,27108.875,12656.594,21663.521,0.942,-0.817,0.883,70.22,0.478,139.312
1563552271.9961727,121.0,242.349,241.266,-34554.492,6250.514,61632.5,0.559,60.072,223.111,-25563.0,10346.201,-19132.941,9071.088,7295.906,-10170.25,27017.75,12666.068,21713.5,0.943,-0.817,0.884,70.204,0.429,139.039
1563552275.9951587,121.0,242.382,241.298,-33293.477,-10602.717,68426.0,0.562,60.076,223.115,-29493.5,16242.123,-20200.254,0.0,0.0,-10560.0,29522.5,16242.123,22760.254,0.945,-0.817,0.884,70.213,0.45,139.617
1563552280.0013604,120.5,242.266,241.173,-31886.504,-9405.578,81413.5,0.391,60.196,203.111,-31090.75,19663.066,-20544.125,-9206.107,14018.688,-14223.25,32282.5,24184.332,25039.67,0.959,-0.815,0.821,70.226,0.485,139.977
1563552284.061276,120.5,242.168,241.069,-32193.539,-9372.881,82148.0,0.392,60.182,203.106,-31180.0,19936.83,-20761.256,-9209.094,14121.75,-14327.625,32596.75,24335.209,25277.203,0.959,-0.815,0.822,70.461,0.489,139.031
1563552288.0116434,120.5,241.064,241.96,-32177.1,9008.127,82482.0,0.39,60.073,326.184,-31482.25,20103.98,-21068.922,9170.598,14197.0,-14417.875,32641.25,24626.682,25543.777,0.957,-0.819,0.826,70.094,0.505,139.844
1563552292.0172088,120.5,241.021,241.918,-32188.057,8931.082,83098.5,0.388,60.115,328.187,-31461.75,20467.918,-21170.35,9154.297,14191.688,-14507.5,32799.5,24844.391,25618.355,0.957,-0.823,0.824,70.1,0.654,139.43
1563552296.017623,120.5,241.011,241.908,-32220.625,8930.078,83790.5,0.385,60.092,330.18,-31555.5,20566.402,-21198.207,9245.981,14214.812,-14483.5,32962.0,25022.891,25641.123,0.959,-0.823,0.826,70.044,0.477,139.859
1563552300.0213184,120.5,241.013,241.909,-32231.723,8934.354,83693.0,0.386,60.014,330.203,-31729.75,20622.82,-21121.822,9247.854,14215.75,-14482.25,33009.5,25050.117,25682.986,0.96,-0.823,0.827,70.068,0.458,139.148
1563552304.031476,120.5,241.002,241.896,-32230.869,9002.529,83546.0,0.385,60.058,330.209,-31628.5,20498.502,-21223.133,9236.845,14236.375,-14489.125,32937.0,25054.762,25665.004,0.959,-0.823,0.827,70.116,0.458,139.125
1563552308.0331626,120.5,241.974,241.868,-32214.465,8997.414,83526.0,0.385,60.107,328.218,-31602.25,20570.811,-21159.686,9227.851,14223.25,-14479.75,32857.0,25026.199,25607.352,0.958,-0.823,0.827,70.107,0.385,139.203
1563552312.0350623,120.5,241.953,241.848,-32190.715,9061.58,83529.0,0.385,60.124,330.227,-31534.25,20571.922,-21152.188,9287.713,14213.625,-14472.875,32789.5,24906.395,25725.211,0.957,-0.823,0.826,70.097,0.501,139.344
1563552316.036498,120.5,241.941,241.832,-32174.047,8965.09,83356.5,0.387,60.062,328.236,-31604.75,20528.486,-21028.604,9279.148,14237.938,-14414.5,32995.5,25007.953,25476.201,0.961,-0.823,0.826,70.121,0.448,139.781
1563552320.0424955,120.5,241.943,241.835,-32038.852,8938.71,83148.5,0.386,60.036,328.245,-31394.25,20579.109,-21147.014,9158.662,14219.438,-14412.0,32763.75,24958.512,25722.736,0.957,-0.823,0.826,70.134,0.489,139.805
1563552324.0440886,120.5,241.933,241.827,-32155.781,8896.41,83181.0,0.386,60.071,328.247,-31528.5,20496.539,-21004.348,9214.315,14149.5,-14461.0,32915.5,24852.246,25574.199,0.96,-0.823,0.826,70.131,0.505,139.539
1563552328.0523524,120.5,241.902,241.795,-32142.781,8996.396,83878.5,0.385,60.133,330.244,-31514.25,20603.416,-21037.244,9277.311,14211.688,-14402.625,32838.0,25040.236,25476.385,0.96,-0.823,0.826,70.188,0.489,139.953
1563552332.0572696,120.5,241.866,241.76,-32159.717,8995.354,83483.5,0.385,60.105,330.235,-31533.0,20596.436,-21212.732,9175.502,14192.312,-14447.875,32883.0,25034.186,25633.078,0.958,-0.823,0.827,70.223,0.479,139.773
1563552336.0636106,120.5,241.813,241.706,-32207.385,8795.586,83799.5,0.384,60.219,330.22,-31652.25,20628.121,-21176.385,9197.718,14161.062,-14565.875,32816.0,25045.031,25702.879,0.961,-0.828,0.824,70.186,0.438,139.805
1563552340.0606525,120.5,241.766,241.681,-34667.859,8917.251,86428.0,0.403,60.109,322.224,-31631.75,20748.375,-23876.797,9158.713,14324.375,-14529.75,32778.5,25302.219,27790.508,0.961,-0.828,0.852,70.28,0.532,138.727
1563552344.0642126,120.5,241.722,241.659,-34747.211,8947.369,86068.0,0.404,60.041,320.198,-31731.0,20908.576,-23957.75,9179.324,14305.0,-14542.875,32933.5,25314.979,28120.832,0.958,-0.828,0.853,70.405,0.564,138.898
1563552348.067231,120.5,241.719,241.658,-32003.295,8886.228,84127.0,0.381,60.103,332.197,-31630.5,20959.482,-21302.586,9185.779,14219.75,-14564.375,32881.0,25336.471,25819.744,0.96,-0.828,0.827,70.204,0.54,139.5
1563552352.0750253,120.5,241.736,241.662,-32021.188,8891.262,84204.5,0.382,60.056,332.186,-31834.75,20885.125,-21358.176,9191.787,14266.312,-14533.125,33159.5,25240.711,25848.418,0.96,-0.828,0.828,70.21,0.438,139.195
1563552356.0724487,120.5,241.739,241.655,-32045.303,8827.608,84424.0,0.382,60.023,332.168,-31834.75,21019.977,-21264.73,9205.984,14190.75,-14588.375,33224.5,25370.41,25871.951,0.957,-0.832,0.825,70.218,0.477,139.195
1563552360.0772219,120.5,241.73,241.639,-32191.594,8704.083,84371.0,0.38,60.232,332.147,-31817.25,21038.459,-21430.346,9092.026,14207.875,-14566.5,33232.0,25372.793,25891.08,0.958,-0.832,0.825,70.205,0.477,138.672
1563552364.085907,120.5,241.714,241.617,-32086.127,8820.655,83996.5,0.381,60.157,332.124,-31812.25,21062.023,-21488.766,9162.026,14174.812,-14647.375,33098.5,25388.369,25948.699,0.959,-0.832,0.826,70.206,0.666,139.234
1563552368.0772212,120.5,241.709,241.61,-32098.695,8741.926,84715.5,0.379,60.044,332.111,-31847.25,21243.656,-21443.795,9097.996,14260.938,-14594.0,33126.0,25536.373,25895.572,0.963,-0.828,0.827,70.19,0.528,138.734
