timestamp,Frequency,VAs Phase C,Symmetrical Component Magnitude - Seq
1563520483.881574,60.215,8351.161,141.93
1563520487.7868235,60.177,8382.113,141.031
1563520491.8107827,60.161,8345.812,141.531
1563520495.81203,60.199,8321.617,141.633
1563520499.8341575,60.087,8333.896,141.172
1563520503.8322296,60.203,8366.715,141.398
1563520507.8105829,60.073,8618.311,141.414
1563520511.8348212,60.041,8625.705,141.562
1563520515.8304956,60.027,8518.281,141.656
1563520519.8606505,60.175,8516.688,141.828
1563520523.8358877,60.07,8536.782,141.734
1563520527.8293166,60.249,8520.003,141.492
1563520531.881613,60.116,8453.639,141.773
1563520535.8665788,60.024,8564.912,141.383
1563520539.8542452,60.07,8520.043,141.172
1563520544.0477238,60.138,8525.805,141.164
1563520547.8705742,60.006,8563.834,141.148
1563520551.8916323,60.234,8518.938,141.766
1563520555.880522,60.026,8559.156,142.25
1563520559.878765,60.229,8561.797,141.484
1563520563.9160507,60.21,8520.309,141.992
1563520567.9595263,60.048,8571.131,142.078
1563520571.9260736,60.013,8562.736,141.5
1563520575.9141488,60.237,8518.068,142.172
1563520579.9684978,60.137,8457.705,141.297
1563520583.9435203,60.245,8476.705,142.586
1563520587.9588003,60.071,8472.898,142.984
1563520591.9653409,59.801,8512.628,142.875
1563520595.9417992,59.977,8498.33,141.977
1563520599.9632936,59.9,8453.162,142.688
1563520604.0475008,59.754,8479.35,142.195
1563520607.962927,59.983,8474.883,142.211
1563520611.9652617,59.862,8515.98,142.125
1563520615.9757848,59.753,8527.292,142.188
1563520619.983928,60.206,8559.207,142.648
1563520623.9897065,60.06,8530.407,142.375
1563520627.9984026,60.004,8566.247,142.375
1563520632.027446,60.154,8559.841,142.008
1563520635.9919705,60.089,8522.029,142.078
1563520640.006293,60.219,8502.621,142.039
1563520644.0306292,60.118,8499.363,142.102
1563520648.03455,60.009,8498.839,142.828
1563520652.0383916,60.166,8575.769,142.297
1563520656.0340576,60.175,8499.727,142.398
