timestamp,Frequency,VAs Phase C,Symmetrical Component Magnitude - Seq
1563544804.9269254,59.842,22950.266,138.602
1563544808.9313755,59.869,24656.717,138.086
1563544812.9680886,59.828,24506.496,138.164
1563544816.963913,59.833,24482.824,138.609
1563544820.9696918,59.813,24466.213,138.312
1563544824.9814298,60.181,22769.773,139.883
1563544828.9572518,60.177,21920.188,139.656
1563544832.9905653,60.134,20062.887,139.852
1563544836.992227,60.074,20037.842,139.547
1563544840.9755828,60.001,19815.143,139.789
1563544845.2311141,60.213,19730.408,139.977
1563544848.9734385,60.181,21581.668,139.633
1563544852.9863257,60.079,19719.107,139.781
1563544856.9957147,60.197,19610.939,139.227
1563544860.9923441,60.215,19699.709,139.719
1563544865.0276227,60.225,19699.125,139.07
1563544869.0408022,60.219,19661.098,139.93
1563544873.0035157,60.237,19704.561,139.523
1563544877.024644,60.225,19644.242,139.5
1563544881.0334144,60.215,19628.182,139.047
1563544885.074194,60.222,19678.344,139.273
1563544889.0430014,60.225,19649.143,139.445
1563544893.0354319,60.239,19688.881,139.188
1563544897.0539987,60.227,19612.754,139.922
1563544901.0529451,60.238,19592.529,139.617
1563544905.2370045,60.242,19600.17,139.578
1563544909.1940653,60.208,19631.312,139.508
1563544913.11852,60.231,19593.703,139.562
1563544917.122727,60.089,19880.836,139.156
1563544921.137905,60.065,19910.65,139.672
1563544925.108948,60.032,19915.467,139.812
1563544929.0855885,60.056,19773.236,139.328
1563544933.0979548,60.035,19819.162,139.141
1563544937.1292093,60.061,19807.641,139.484
1563544941.1056747,60.054,19802.857,139.242
1563544945.1037357,60.039,19766.867,139.562
1563544949.1131196,60.033,19784.523,139.055
1563544953.1121314,60.032,19749.799,139.664
1563544957.1180334,60.009,19773.506,139.883
1563544961.1388266,60.007,19826.596,139.383
1563544965.2294858,60.25,19788.27,139.805
1563544969.153424,60.006,19857.609,139.0
1563544973.1432703,60.008,19805.264,139.18
1563544977.1601424,60.242,19810.219,139.688
1563544981.1442497,60.239,19849.248,139.484
