timestamp,Frequency,VAs Phase C,Symmetrical Component Magnitude - Seq
1563490805.0412776,59.784,16708.613,141.523
1563490809.1960044,59.799,16726.641,141.383
1563490813.0761557,59.876,15842.201,141.133
1563490817.1451595,59.823,15870.078,141.539
1563490821.070836,59.936,15755.653,141.531
1563490825.080974,59.875,15846.255,141.992
1563490829.0867112,59.977,15842.965,141.336
1563490833.181971,59.971,15861.018,141.758
1563490837.295644,59.762,15864.1,141.555
1563490841.294067,59.771,15808.152,141.227
1563490845.4852762,59.761,15795.849,141.703
1563490849.0786061,59.998,15777.57,141.25
1563490853.1611671,59.943,15785.791,141.656
1563490857.1264057,59.868,15764.023,141.969
1563490861.313066,59.817,15797.684,141.984
1563490865.107053,59.986,15797.564,141.164
1563490869.2579906,59.967,15796.45,141.398
1563490873.123339,59.899,15768.102,141.422
1563490877.203611,59.78,15796.336,141.492
1563490881.2230055,60.237,15755.246,141.18
1563490885.164817,60.248,15786.408,141.492
1563490889.137958,60.123,15750.533,141.836
1563490893.1408405,60.097,15783.63,141.875
1563490897.5566254,60.105,15771.735,142.922
1563490901.1472733,60.071,15744.81,142.078
1563490905.319671,60.084,15764.677,142.336
1563490909.1615932,60.107,15770.653,142.117
1563490913.1907585,60.065,15768.114,142.43
1563490917.2044084,60.179,15785.484,141.109
1563490921.3598714,59.852,15802.072,141.992
1563490925.2342455,59.954,15746.424,141.328
1563490929.258648,59.769,15744.508,141.344
1563490933.192656,59.91,15862.704,141.406
1563490937.385762,59.872,15866.145,141.82
1563490941.2097635,59.931,15849.658,141.469
1563490945.2049618,59.917,15832.853,141.109
1563490949.3012207,59.936,15869.677,141.516
1563490953.449414,59.766,15864.695,141.82
1563490957.2257795,59.973,15863.983,141.211
1563490961.4236643,59.816,15809.009,141.688
1563490965.4868445,59.777,15826.326,141.719
1563490969.2448573,59.912,15866.002,141.695
1563490973.4484684,59.903,15870.017,141.062
1563490977.492011,59.924,15863.175,141.109
1563490981.3930292,59.913,15861.949,141.656
1563490985.2678435,59.913,15871.559,141.125
1563490989.4087524,59.801,15808.852,141.82
1563490993.317105,59.865,15860.746,141.227
1563490997.2758198,59.799,15862.211,141.734
1563491001.435266,59.834,15835.319,141.945
1563491005.3845625,59.966,15861.575,141.555
1563491009.2951148,59.993,15834.329,141.039
1563491013.3616614,59.857,15825.572,141.508
1563491017.4282289,59.899,15860.39,141.102
1563491021.2957957,59.773,15869.939,141.422
1563491025.4898763,59.907,15859.738,141.469
1563491029.3551447,59.879,15859.61,141.734
1563491033.3601344,59.783,15881.158,141.516
1563491037.4850366,59.909,15929.479,141.258
1563491041.5388844,59.91,15860.683,141.039
1563491045.3790493,59.865,15927.465,141.453
1563491049.348173,59.868,15932.814,141.367
1563491053.5112224,59.85,15925.277,141.336
1563491057.3532183,59.794,15918.205,141.484
1563491061.3979905,59.838,15875.752,141.797
1563491065.3883846,59.897,15926.986,141.141
1563491069.537422,59.839,15830.273,142.023
1563491073.5318336,59.787,15863.873,142.086
1563491077.409078,59.837,15924.424,142.039
1563491081.3807714,59.961,15931.054,141.859
1563491085.8200908,59.815,15908.693,141.336
1563491089.4804504,59.964,15888.053,141.133
1563491093.5123081,59.903,15926.321,141.781
1563491097.4169374,59.819,12962.119,142.867
1563491101.4493535,59.98,12963.213,142.688
1563491105.5556915,59.83,12956.211,142.469
1563491109.498428,59.921,12990.149,142.711
1563491113.433054,59.913,12873.74,142.75
1563491117.478867,59.957,12890.591,142.57
1563491121.4233773,59.982,12870.107,142.797
1563491125.4329731,59.927,12924.647,142.836
1563491129.4369037,59.977,12922.595,142.258
1563491133.4356978,59.809,12844.268,142.617
1563491137.4900744,59.909,19010.781,142.297
1563491141.4686873,59.788,17895.861,142.156
1563491145.6555073,59.873,17914.045,142.586
1563491149.505506,59.805,17951.184,142.227
1563491153.47643,59.979,18006.488,142.219
1563491157.4977582,59.929,18038.49,142.664
1563491161.4715002,59.885,18110.205,142.836
1563491165.6510124,59.85,18131.18,142.219
1563491169.495143,59.952,18166.547,142.203
1563491173.6940792,59.952,18171.527,142.875
1563491177.6291435,59.809,18162.857,142.727
1563491181.6083815,59.962,18171.482,142.477
1563491185.5061839,59.981,18116.582,142.297
1563491189.5086682,59.884,18069.18,142.68
1563491193.5171897,59.956,18171.469,142.75
1563491197.526187,59.875,18116.174,141.656
1563491201.6626034,59.773,18117.229,141.227
1563491205.990917,59.974,18122.078,142.406
1563491209.665849,59.889,18080.613,141.047
1563491213.5483592,59.99,18118.156,141.977
1563491217.618209,59.804,18133.047,142.906
1563491221.5671144,59.913,18117.617,142.516
1563491225.7668896,59.757,18118.969,142.203
1563491229.6114492,59.942,18141.732,142.414
1563491233.8907976,59.963,18175.506,142.031
1563491237.7465827,59.976,18168.781,142.258
