timestamp,Volts A-N,Volts B-C,Volts C-A,Watts 3-Ph total,VARs 3-Ph total,VAs 3-Ph total,Power Factor 3-Ph total,Frequency,Neutral Current,Watts Phase A,Watts Phase B,Watts Phase C,VARs Phase A,VARs Phase B,VARs Phase C,VAs Phase A,VAs Phase B,VAs Phase C,Power Factor Phase A,Power Factor Phase B,Power Factor Phase C,Symmetrical Component Magnitude 0 Seq,Symmetrical Component Magnitude + Seq,Symmetrical Component Magnitude - Seq
1563494404.690408,122.0,244.862,244.847,-22331.746,-8739.496,51384.0,0.448,60.179,111.014,-19104.75,11064.846,-14264.441,-6278.872,7795.25,-10288.0,20133.5,13551.434,17474.695,0.953,-0.806,0.812,70.793,0.322,140.094
1563494408.6890638,122.0,244.835,244.819,-22089.494,-8938.46,51468.25,0.453,60.109,110.514,-19284.5,11509.577,-14301.604,-6275.685,7676.0,-10254.625,20252.75,13802.531,17622.135,0.951,-0.821,0.81,70.933,0.347,140.812
1563494412.695073,122.0,244.81,244.792,-22506.998,-10198.568,50886.5,0.454,60.135,110.516,-19340.0,11206.842,-14381.205,-6246.329,6285.438,-10272.875,20265.25,12915.738,17576.227,0.952,-0.821,0.813,70.591,0.325,140.094
1563494416.7006702,122.0,244.777,244.758,-22030.369,4725.239,53639.5,0.453,60.24,109.517,-19936.75,12192.626,-14447.753,6369.728,8612.5,-10262.438,20911.5,14932.305,17703.729,0.95,-0.821,0.813,70.732,0.257,140.336
1563494420.7172794,122.0,244.759,244.738,-22058.113,3836.432,52054.0,0.455,60.198,109.013,-19369.0,11759.381,-14414.289,6409.491,7676.75,-10249.0,20375.75,14005.499,17764.656,0.946,-0.827,0.813,70.798,0.392,140.094
1563494424.7338645,122.0,244.753,244.733,-22967.516,-7253.721,52253.0,0.457,60.121,110.013,-19331.75,10859.229,-14408.923,-6372.673,9384.25,-10293.5,20362.0,14315.225,17790.01,0.95,-0.817,0.815,70.856,0.39,140.547
1563494428.7332819,122.0,244.759,244.739,-23103.471,-9077.916,51091.75,0.453,60.249,110.014,-19363.0,10658.578,-14444.231,-6345.453,7529.312,-10257.5,20360.75,13084.327,17666.736,0.95,-0.814,0.816,70.77,0.361,140.297
1563494432.7330859,122.0,244.763,244.744,-22607.852,-8845.011,51905.25,0.454,60.178,110.015,-19434.25,11309.045,-14440.732,-6324.332,7684.125,-10250.625,20387.0,13664.524,17739.559,0.951,-0.822,0.816,70.831,0.355,140.375
1563494436.7383842,122.0,244.778,244.76,-23009.953,-8621.426,51548.25,0.456,60.091,110.519,-19340.0,10849.264,-14437.713,-6335.019,7976.5,-10260.875,20402.0,13461.979,17725.326,0.951,-0.818,0.816,70.863,0.427,140.359
1563494440.830229,122.0,244.791,244.773,-23405.41,-9031.483,51023.0,0.435,60.055,112.022,-19357.25,10612.815,-14424.136,-6366.735,7553.812,-10257.875,20405.75,13036.509,17694.805,0.951,-0.814,0.815,70.879,0.408,140.914
