timestamp,Volts A-N,Volts B-C,Volts C-A,Watts 3-Ph total,VARs 3-Ph total,VAs 3-Ph total,Power Factor 3-Ph total,Frequency,Neutral Current,Watts Phase A,Watts Phase B,Watts Phase C,VARs Phase A,VARs Phase B,VARs Phase C,VAs Phase A,VAs Phase B,VAs Phase C,Power Factor Phase A,Power Factor Phase B,Power Factor Phase C,Symmetrical Component Magnitude 0 Seq,Symmetrical Component Magnitude + Seq,Symmetrical Component Magnitude - Seq
1563498004.939816,122.0,244.825,244.803,-27031.662,-10267.648,39298.0,0.674,60.239,56.754,-17173.5,4379.327,-14181.014,-5518.246,2716.219,-7473.625,18051.5,5139.25,16047.967,0.954,-0.737,0.883,70.764,0.451,140.812
1563498008.9402223,122.0,244.815,244.79,-26888.232,-10610.256,39412.375,0.685,60.035,52.001,-17184.25,4399.067,-14196.318,-5777.2,2579.594,-7434.812,18093.25,5114.18,16044.187,0.946,-0.866,0.885,70.83,0.408,140.016
1563498012.942936,122.0,244.822,244.797,-27002.203,-10318.281,39205.125,0.684,60.095,51.251,-17127.75,4295.547,-14167.698,-5797.112,2931.688,-7450.812,18045.25,5207.321,15987.307,0.949,-0.802,0.886,70.769,0.441,140.938
1563498016.9472895,122.0,244.825,244.801,-26871.504,-10682.125,39126.625,0.67,60.093,53.251,-17101.25,4323.463,-14163.101,-5799.975,2584.531,-7444.188,18042.75,5044.235,16038.158,0.945,-0.704,0.885,70.783,0.582,140.359
1563498020.9545093,122.0,244.839,244.813,-26744.18,-10823.79,39029.562,0.679,60.208,50.001,-16957.25,4539.61,-14200.314,-5806.648,2403.062,-7487.719,17948.5,5131.92,16045.802,0.946,-0.888,0.883,71.276,0.669,141.82
1563498024.967769,122.0,244.856,244.83,-26752.596,-10430.195,39267.875,0.681,59.992,52.748,-17124.0,4320.088,-14163.156,-5842.808,2896.031,-7457.438,17958.5,5202.256,16050.484,0.947,-0.814,0.886,70.724,0.519,140.516
1563498028.9713352,122.0,244.77,244.745,-26877.783,-10596.383,38938.875,0.686,59.955,48.998,-16947.25,4344.493,-14163.305,-5800.224,2680.375,-7451.562,17999.0,5097.822,15950.087,0.949,-0.849,0.886,70.785,0.507,140.562
1563498032.9726868,122.0,244.735,244.709,-26874.85,-10511.167,39112.375,0.686,59.905,49.499,-16930.0,4374.148,-14180.317,-5771.95,2643.906,-7442.438,17934.0,5092.296,15980.946,0.949,-0.853,0.886,71.399,0.5,140.297
1563498036.9798408,122.0,244.74,244.714,-27007.43,-10438.916,38959.0,0.687,59.752,51.498,-17002.25,4316.001,-14148.152,-5807.952,2823.594,-7427.0,18040.25,5133.013,16025.053,0.946,-0.814,0.886,71.35,0.457,140.898
1563498040.9877608,122.0,244.683,244.659,-27005.932,-10514.085,39052.375,0.681,59.752,50.999,-16964.5,4285.183,-14170.791,-5774.417,2686.688,-7449.062,17929.0,5036.708,16038.571,0.945,-0.735,0.886,70.853,0.347,140.695
1563498045.0796044,122.0,244.715,244.692,-26745.73,-10846.248,39003.938,0.682,59.894,49.5,-17023.75,4506.523,-14145.16,-5801.49,2385.188,-7432.406,17955.25,5066.59,15978.595,0.949,-0.884,0.887,71.37,0.463,140.445
1563498048.9957767,122.5,244.796,244.771,-15759.907,2097.343,28052.75,0.559,60.063,118.001,-11424.25,4262.088,-8603.909,5267.576,2810.531,-5967.312,12596.25,5097.275,10476.624,0.91,-0.838,0.821,71.083,0.334,141.695
1563498053.0011747,122.5,244.863,244.838,-15784.236,1927.356,28049.5,0.545,59.769,118.495,-11393.625,4233.604,-8690.63,5248.478,2655.844,-6011.812,12601.0,5006.713,10531.996,0.908,-0.693,0.822,70.561,0.247,141.977
1563498057.006162,122.0,244.899,244.873,-15797.531,1926.784,28104.5,0.566,59.767,119.988,-11409.125,4233.342,-8606.407,5241.397,2734.031,-6071.438,12550.5,5030.997,10534.27,0.909,-0.834,0.819,71.349,0.318,141.523
1563498061.0105636,122.0,244.884,244.857,-15865.295,2051.097,28257.25,0.557,59.96,119.982,-11406.625,4243.944,-8606.495,5273.874,2850.406,-6024.688,12602.0,5106.467,10539.088,0.909,-0.826,0.817,70.803,0.255,140.578
1563498065.0149636,122.0,244.859,244.831,-15806.047,1751.528,28055.5,0.548,59.905,116.473,-11437.125,4237.203,-8626.372,5149.501,2647.031,-6043.812,12533.0,5011.732,10531.725,0.913,-0.752,0.819,71.316,0.346,140.836
1563498069.0199895,122.5,244.886,244.857,-15749.54,1714.758,28280.5,0.555,59.991,119.466,-11514.0,4322.225,-8593.971,5213.299,2578.219,-6068.188,12558.0,5042.115,10533.251,0.913,-0.844,0.82,71.361,0.338,141.859
1563498073.0261607,122.5,244.921,244.892,-15752.572,1815.692,28162.0,0.559,59.817,118.463,-11441.125,4276.896,-8665.906,5184.348,2678.281,-6072.75,12593.625,5031.676,10597.522,0.906,-0.835,0.82,71.22,0.352,140.758
1563498077.0331337,122.5,244.942,244.913,-15810.963,1829.804,28033.0,0.551,59.796,118.959,-11486.75,4234.282,-8625.143,5241.222,2643.406,-6074.875,12616.375,4992.578,10530.199,0.909,-0.742,0.818,71.304,0.479,141.945
1563498081.0352545,122.5,244.964,244.934,-15792.176,1926.105,28104.5,0.562,59.931,116.457,-11455.25,4252.869,-8638.232,5259.107,2707.5,-6018.312,12583.25,5051.055,10532.395,0.907,-0.843,0.82,71.313,0.387,140.32
1563498085.042722,122.0,244.859,244.828,-15789.296,2118.712,28241.5,0.559,59.75,120.955,-11425.5,4241.325,-8624.036,5384.108,2753.531,-5992.5,12666.25,5066.71,10447.628,0.906,-0.813,0.817,70.852,0.261,140.992
1563498089.0438461,122.0,244.735,244.704,-15776.918,1949.647,28060.5,0.544,59.936,118.959,-11436.5,4244.902,-8583.513,5251.564,2677.688,-6009.688,12572.875,5012.715,10464.531,0.909,-0.712,0.818,70.903,0.333,140.695
1563498093.0568771,122.0,244.657,244.626,-15570.95,1791.817,27941.25,0.558,59.816,120.959,-11375.25,4350.001,-8567.677,5247.187,2547.25,-5999.281,12487.625,5048.207,10466.548,0.908,-0.87,0.82,70.94,0.388,140.234
1563498097.055323,122.0,244.612,244.583,-15697.29,2034.502,28087.5,0.556,59.892,118.457,-11368.375,4237.188,-8603.482,5187.69,2848.812,-5990.812,12515.125,5089.223,10471.457,0.909,-0.827,0.817,70.891,0.462,140.133
1563498101.0622706,122.0,244.591,244.562,-15772.183,1907.767,28115.5,0.551,59.964,116.956,-11437.5,4227.257,-8584.02,5229.815,2681.969,-6010.312,12535.75,5023.758,10529.291,0.906,-0.769,0.82,70.907,0.406,140.375
1563498105.2452223,122.0,244.604,244.575,-15850.314,1874.416,28065.0,0.565,59.751,116.952,-11411.875,4247.006,-8614.959,5244.397,2663.938,-6047.75,12571.375,5008.921,10541.147,0.908,-0.847,0.818,70.908,0.342,140.086
1563498109.0770261,122.0,244.63,244.599,-15785.055,1843.044,28074.5,0.558,59.98,117.952,-11478.5,4291.604,-8610.26,5233.137,2629.281,-5985.062,12592.875,5051.222,10532.169,0.906,-0.847,0.818,70.877,0.316,140.406
1563498113.126501,122.0,244.625,244.596,-15853.028,2042.329,28192.5,0.56,59.76,117.95,-11467.875,4225.685,-8624.245,5235.691,2835.562,-6025.438,12547.625,5112.806,10536.326,0.907,-0.792,0.824,70.507,0.394,140.039
1563498117.0848942,122.0,244.577,244.548,-15788.663,1890.762,28036.5,0.561,59.864,119.45,-11452.5,4317.359,-8576.286,5229.758,2650.438,-6007.438,12576.625,5047.698,10467.587,0.91,-0.855,0.817,70.998,0.353,140.773
1563498121.0912812,122.0,244.538,244.51,-15865.814,1924.477,28167.5,0.56,59.834,119.947,-11468.125,4264.67,-8599.39,5151.086,2807.5,-6028.188,12553.25,5101.011,10535.22,0.912,-0.825,0.821,70.506,0.327,140.273
1563498125.0922346,122.0,244.617,244.588,-15867.625,1999.311,28235.5,0.557,59.888,117.945,-11513.5,4237.612,-8623.174,5243.425,2788.969,-6040.812,12627.25,5060.222,10554.832,0.908,-0.805,0.82,70.935,0.336,140.195
1563498129.10011,122.0,244.604,244.574,-15868.441,1875.948,28240.5,0.56,59.861,120.443,-11469.75,4310.803,-8576.507,5273.114,2641.0,-6039.438,12625.375,5041.611,10531.849,0.908,-0.859,0.823,70.519,0.394,140.133
1563498133.1041458,122.0,244.591,244.561,-15793.408,1918.957,28250.5,0.559,59.831,118.946,-11513.0,4304.188,-8596.305,5200.717,2702.875,-6004.562,12628.75,5060.066,10469.834,0.914,-0.825,0.821,70.554,0.369,140.703
1563498137.1108816,122.5,244.74,244.712,-15864.552,2048.814,28177.25,0.557,59.795,117.945,-11408.875,4241.757,-8624.477,5243.99,2864.75,-6040.812,12599.5,5129.132,10516.842,0.909,-0.797,0.818,71.496,0.399,140.836
1563498141.1161895,122.5,244.864,244.837,-15804.482,1706.181,28075.5,0.561,59.831,117.445,-11437.25,4310.708,-8607.853,5209.979,2576.031,-6063.188,12569.875,4998.724,10551.67,0.913,-0.856,0.816,71.351,0.444,141.031
